sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
52,07:30:00,07:45:00,2024-02-22,3,173,9,27,209,156,5,25,186,84,20,10,114,100,11,8,119
52,07:45:00,08:00:00,2024-02-22,3,225,16,35,276,167,8,27,202,143,28,16,187,99,18,12,129
52,08:00:00,08:15:00,2024-02-22,3,196,11,24,231,175,6,26,207,150,27,13,190,113,18,15,146
52,08:15:00,08:30:00,2024-02-22,3,234,18,31,283,147,5,25,177,125,31,12,168,104,17,13,134
52,08:30:00,08:45:00,2024-02-22,3,187,12,24,223,171,6,29,206,136,35,9,180,67,12,15,94
52,08:45:00,09:00:00,2024-02-22,3,176,10,28,214,187,10,48,245,83,24,3,110,102,10,14,126
52,09:00:00,09:15:00,2024-02-22,3,157,17,29,203,165,13,33,211,149,28,16,193,98,23,8,129
52,09:15:00,09:30:00,2024-02-22,3,107,8,15,130,116,9,19,144,112,25,12,149,79,14,9,102
52,10:00:00,10:15:00,2024-02-22,3,107,12,16,135,98,2,12,112,84,16,4,104,101,19,5,125
52,10:15:00,10:30:00,2024-02-22,3,118,8,18,144,138,6,22,166,83,17,15,115,65,5,4,74
52,10:30:00,10:45:00,2024-02-22,3,146,15,28,189,147,10,20,177,94,27,12,133,97,17,22,136
52,10:45:00,11:00:00,2024-02-22,3,145,9,26,180,105,3,17,125,60,13,9,82,59,10,5,74
52,11:00:00,11:15:00,2024-02-22,3,124,10,29,163,139,4,24,167,56,13,8,77,69,12,5,86
52,11:15:00,11:30:00,2024-02-22,3,138,8,23,169,74,3,17,94,56,10,6,72,81,12,12,105
52,11:30:00,11:45:00,2024-02-22,3,103,8,9,120,76,2,9,87,54,9,4,67,46,11,6,63
52,11:45:00,12:00:00,2024-02-22,3,133,9,13,155,111,3,21,135,69,18,8,95,52,11,3,66
52,13:00:00,13:15:00,2024-02-22,3,137,6,17,160,96,5,15,116,58,12,3,73,84,7,10,101
52,13:15:00,13:30:00,2024-02-22,3,99,3,26,128,148,8,18,174,72,10,8,90,78,8,6,92
52,13:30:00,13:45:00,2024-02-22,3,134,9,15,158,104,4,20,128,81,23,7,111,48,6,8,62
52,13:45:00,14:00:00,2024-02-22,3,105,6,23,134,83,6,16,105,57,12,8,77,70,9,10,89
52,14:00:00,14:15:00,2024-02-22,3,75,7,25,107,66,2,18,86,59,12,7,78,55,13,12,80
52,14:15:00,14:30:00,2024-02-22,3,138,10,16,164,131,7,22,160,76,15,10,101,70,4,3,77
52,14:30:00,14:45:00,2024-02-22,3,102,8,9,119,89,4,14,107,66,11,8,85,55,7,7,69
52,14:45:00,15:00:00,2024-02-22,3,119,6,21,146,89,5,16,110,61,12,8,81,59,16,5,80
52,16:00:00,16:15:00,2024-02-22,3,108,8,19,135,90,4,24,118,75,18,3,96,44,6,2,52
52,16:15:00,16:30:00,2024-02-22,3,84,7,12,103,111,3,24,138,62,8,10,80,34,3,3,40
52,16:30:00,16:45:00,2024-02-22,3,109,7,22,138,119,7,26,152,71,13,6,90,42,3,3,48
52,16:45:00,17:00:00,2024-02-22,3,111,4,14,129,93,7,16,116,71,10,5,86,60,15,5,80
52,17:00:00,17:15:00,2024-02-22,3,103,8,24,135,73,4,11,88,47,10,8,65,83,10,12,105
52,17:15:00,17:30:00,2024-02-22,3,100,17,18,135,70,2,15,87,98,24,13,135,67,11,10,88
52,17:30:00,17:45:00,2024-02-22,3,166,8,35,209,103,6,25,134,110,24,10,144,48,6,4,58
52,17:45:00,18:00:00,2024-02-22,3,102,7,25,134,70,5,9,84,69,15,5,89,80,9,7,96
