sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
43,07:30:00,07:45:00,2024-02-13,1,134,9,24,167,98,4,18,120,76,21,8,105,88,11,16,115
43,07:45:00,08:00:00,2024-02-13,1,202,13,24,239,243,12,40,295,136,32,13,181,110,23,11,144
43,08:00:00,08:15:00,2024-02-13,1,168,17,24,209,166,8,28,202,137,27,12,176,106,16,18,140
43,08:15:00,08:30:00,2024-02-13,1,246,17,47,310,127,11,28,166,194,26,13,233,137,26,10,173
43,08:30:00,08:45:00,2024-02-13,1,168,13,30,211,178,14,38,230,164,34,18,216,137,21,18,176
43,08:45:00,09:00:00,2024-02-13,1,272,18,48,338,227,9,28,264,158,35,13,206,158,19,12,189
43,09:00:00,09:15:00,2024-02-13,1,218,19,36,273,204,13,19,236,164,32,12,208,118,19,17,154
43,09:15:00,09:30:00,2024-02-13,1,182,19,22,223,129,7,22,158,91,22,11,124,99,11,10,120
43,10:00:00,10:15:00,2024-02-13,1,131,14,23,168,146,11,29,186,93,26,15,134,77,13,10,100
43,10:15:00,10:30:00,2024-02-13,1,148,10,24,182,132,9,23,164,120,39,11,170,103,16,9,128
43,10:30:00,10:45:00,2024-02-13,1,176,6,20,202,108,7,17,132,96,19,7,122,98,15,7,120
43,10:45:00,11:00:00,2024-02-13,1,146,12,32,190,115,10,14,139,99,29,13,141,106,18,14,138
43,11:00:00,11:15:00,2024-02-13,1,127,13,19,159,115,12,21,148,89,24,8,121,75,14,9,98
43,11:15:00,11:30:00,2024-02-13,1,154,10,22,186,109,6,19,134,122,34,15,171,86,10,13,109
43,11:30:00,11:45:00,2024-02-13,1,108,7,28,143,66,3,15,84,76,16,5,97,80,18,10,108
43,11:45:00,12:00:00,2024-02-13,1,115,12,11,138,155,5,21,181,120,17,14,151,87,9,9,105
43,13:00:00,13:15:00,2024-02-13,1,79,6,7,92,113,8,22,143,84,23,8,115,74,14,12,100
43,13:15:00,13:30:00,2024-02-13,1,104,9,25,138,112,3,25,140,92,26,11,129,95,12,13,120
43,13:30:00,13:45:00,2024-02-13,1,146,6,24,176,65,1,13,79,80,12,4,96,89,13,4,106
43,13:45:00,14:00:00,2024-02-13,1,95,3,17,115,104,11,18,133,75,15,13,103,67,9,14,90
43,14:00:00,14:15:00,2024-02-13,1,66,4,25,95,94,3,10,107,73,18,6,97,45,10,4,59
43,14:15:00,14:30:00,2024-02-13,1,128,9,23,160,160,6,27,193,67,24,7,98,88,14,18,120
43,14:30:00,14:45:00,2024-02-13,1,83,7,10,100,98,5,16,119,61,15,8,84,91,11,9,111
43,14:45:00,15:00:00,2024-02-13,1,136,5,22,163,96,2,12,110,89,23,10,122,72,18,6,96
43,16:00:00,16:15:00,2024-02-13,1,141,11,29,181,84,3,11,98,75,20,3,98,46,7,6,59
43,16:15:00,16:30:00,2024-02-13,1,97,3,16,116,60,2,10,72,66,9,5,80,61,11,11,83
43,16:30:00,16:45:00,2024-02-13,1,110,2,19,131,104,10,13,127,81,13,7,101,96,13,10,119
43,16:45:00,17:00:00,2024-02-13,1,119,10,21,150,85,6,17,108,86,28,6,120,56,17,6,79
43,17:00:00,17:15:00,2024-02-13,1,104,6,15,125,100,2,13,115,67,23,8,98,49,8,4,61
43,17:15:00,17:30:00,2024-02-13,1,119,15,15,149,112,3,15,130,80,12,4,96,69,11,9,89
43,17:30:00,17:45:00,2024-02-13,1,148,11,34,193,120,6,21,147,101,27,11,139,84,14,8,106
43,17:45:00,18:00:00,2024-02-13,1,143,11,28,182,99,3,11,113,122,30,10,162,68,15,7,90
