sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
2,07:30:00,07:45:00,2024-01-03,2,129,8,32,169,131,9,30,170,87,20,10,117,72,11,10,93
2,07:45:00,08:00:00,2024-01-03,2,227,11,34,272,208,6,26,240,192,42,17,251,127,19,11,157
2,08:00:00,08:15:00,2024-01-03,2,141,11,27,179,167,7,27,201,153,24,11,188,117,18,16,151
2,08:15:00,08:30:00,2024-01-03,2,185,17,23,225,140,5,19,164,194,29,14,237,147,25,12,184
2,08:30:00,08:45:00,2024-01-03,2,193,9,33,235,253,16,42,311,111,25,8,144,114,24,17,155
2,08:45:00,09:00:00,2024-01-03,2,253,13,37,303,180,8,22,210,114,28,9,151,168,22,13,203
2,09:00:00,09:15:00,2024-01-03,2,260,20,30,310,220,5,49,274,134,29,23,186,124,23,21,168
2,09:15:00,09:30:00,2024-01-03,2,124,9,13,146,157,5,22,184,108,25,8,141,82,9,6,97
2,10:00:00,10:15:00,2024-01-03,2,101,4,23,128,131,5,23,159,101,22,8,131,82,12,12,106
2,10:15:00,10:30:00,2024-01-03,2,137,8,22,167,118,6,18,142,74,24,11,109,97,12,9,118
2,10:30:00,10:45:00,2024-01-03,2,167,16,25,208,132,6,22,160,105,30,10,145,93,13,11,117
2,10:45:00,11:00:00,2024-01-03,2,145,6,30,181,110,3,22,135,87,27,9,123,80,5,7,92
2,11:00:00,11:15:00,2024-01-03,2,109,9,26,144,115,8,12,135,79,15,9,103,68,10,5,83
2,11:15:00,11:30:00,2024-01-03,2,87,9,23,119,99,3,16,118,55,20,7,82,57,9,6,72
2,11:30:00,11:45:00,2024-01-03,2,114,10,21,145,91,3,18,112,54,10,1,65,65,8,6,79
2,11:45:00,12:00:00,2024-01-03,2,112,11,21,144,85,3,14,102,99,28,9,136,62,7,11,80
2,13:00:00,13:15:00,2024-01-03,2,90,6,13,109,102,5,23,130,89,17,6,112,83,14,7,104
2,13:15:00,13:30:00,2024-01-03,2,93,13,18,124,118,3,23,144,122,26,12,160,58,10,8,76
2,13:30:00,13:45:00,2024-01-03,2,87,6,20,113,85,5,16,106,89,15,10,114,72,9,5,86
2,13:45:00,14:00:00,2024-01-03,2,82,8,13,103,104,6,16,126,62,5,2,69,53,6,9,68
2,14:00:00,14:15:00,2024-01-03,2,77,1,19,97,58,1,8,67,42,11,0,53,61,7,5,73
2,14:15:00,14:30:00,2024-01-03,2,135,13,20,168,113,8,13,134,83,18,10,111,76,14,8,98
2,14:30:00,14:45:00,2024-01-03,2,108,8,19,135,107,4,20,131,102,13,12,127,84,13,7,104
2,14:45:00,15:00:00,2024-01-03,2,85,5,15,105,86,4,9,99,67,16,6,89,55,6,5,66
2,16:00:00,16:15:00,2024-01-03,2,124,6,28,158,83,2,13,98,82,19,5,106,51,10,6,67
2,16:15:00,16:30:00,2024-01-03,2,123,11,18,152,109,3,15,127,80,15,4,99,71,13,12,96
2,16:30:00,16:45:00,2024-01-03,2,93,7,17,117,79,5,14,98,80,21,5,106,54,7,8,69
2,16:45:00,17:00:00,2024-01-03,2,115,12,20,147,102,2,15,119,85,23,6,114,56,14,7,77
2,17:00:00,17:15:00,2024-01-03,2,119,12,24,155,99,1,25,125,53,10,2,65,63,9,13,85
2,17:15:00,17:30:00,2024-01-03,2,97,13,22,132,78,2,12,92,95,21,9,125,73,8,5,86
2,17:30:00,17:45:00,2024-01-03,2,128,9,22,159,121,4,21,146,94,26,6,126,105,15,6,126
2,17:45:00,18:00:00,2024-01-03,2,153,15,23,191,80,4,13,97,72,18,3,93,72,11,6,89
