sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
39,07:30:00,07:45:00,2024-02-09,4,164,13,37,214,156,5,33,194,97,11,10,118,77,18,5,100
39,07:45:00,08:00:00,2024-02-09,4,155,9,26,190,210,13,40,263,149,40,14,203,123,16,14,153
39,08:00:00,08:15:00,2024-02-09,4,186,12,31,229,155,6,27,188,155,34,15,204,131,22,22,175
39,08:15:00,08:30:00,2024-02-09,4,189,17,26,232,205,13,26,244,188,50,20,258,134,18,20,172
39,08:30:00,08:45:00,2024-02-09,4,101,6,24,131,187,9,29,225,124,24,11,159,126,18,13,157
39,08:45:00,09:00:00,2024-02-09,4,281,10,49,340,189,8,34,231,111,26,8,145,131,22,12,165
39,09:00:00,09:15:00,2024-02-09,4,259,15,39,313,206,11,33,250,155,43,17,215,132,16,9,157
39,09:15:00,09:30:00,2024-02-09,4,141,13,26,180,116,8,22,146,132,26,14,172,103,21,9,133
39,10:00:00,10:15:00,2024-02-09,4,178,12,24,214,100,7,24,131,89,20,10,119,75,17,12,104
39,10:15:00,10:30:00,2024-02-09,4,205,14,33,252,101,5,17,123,74,18,8,100,97,19,14,130
39,10:30:00,10:45:00,2024-02-09,4,147,15,25,187,170,4,27,201,110,25,9,144,74,8,9,91
39,10:45:00,11:00:00,2024-02-09,4,144,11,12,167,112,6,17,135,103,20,9,132,91,12,7,110
39,11:00:00,11:15:00,2024-02-09,4,124,10,21,155,66,5,10,81,55,15,6,76,104,18,9,131
39,11:15:00,11:30:00,2024-02-09,4,151,20,23,194,93,7,14,114,81,15,4,100,87,12,9,108
39,11:30:00,11:45:00,2024-02-09,4,101,13,15,129,111,4,14,129,70,13,4,87,50,9,7,66
39,11:45:00,12:00:00,2024-02-09,4,159,13,21,193,82,1,22,105,104,17,18,139,80,6,7,93
39,13:00:00,13:15:00,2024-02-09,4,168,17,28,213,96,2,20,118,111,13,14,138,88,14,13,115
39,13:15:00,13:30:00,2024-02-09,4,121,6,19,146,100,4,22,126,117,32,14,163,89,7,15,111
39,13:30:00,13:45:00,2024-02-09,4,118,8,22,148,120,6,25,151,86,19,10,115,65,7,7,79
39,13:45:00,14:00:00,2024-02-09,4,109,8,22,139,105,3,16,124,84,15,5,104,65,7,5,77
39,14:00:00,14:15:00,2024-02-09,4,88,5,17,110,88,6,12,106,86,15,4,105,79,14,10,103
39,14:15:00,14:30:00,2024-02-09,4,153,10,28,191,112,9,20,141,134,21,13,168,83,13,18,114
39,14:30:00,14:45:00,2024-02-09,4,117,12,25,154,105,2,27,134,66,15,5,86,61,18,7,86
39,14:45:00,15:00:00,2024-02-09,4,107,7,20,134,79,3,19,101,54,12,3,69,67,11,9,87
39,16:00:00,16:15:00,2024-02-09,4,104,4,23,131,118,3,18,139,76,15,10,101,48,8,6,62
39,16:15:00,16:30:00,2024-02-09,4,119,12,18,149,106,4,18,128,108,15,11,134,58,8,6,72
39,16:30:00,16:45:00,2024-02-09,4,112,9,18,139,113,10,25,148,95,20,11,126,63,11,5,79
39,16:45:00,17:00:00,2024-02-09,4,96,2,21,119,75,7,10,92,101,17,8,126,77,13,8,98
39,17:00:00,17:15:00,2024-02-09,4,111,5,8,124,109,7,24,140,98,20,12,130,63,10,6,79
39,17:15:00,17:30:00,2024-02-09,4,105,9,19,133,120,7,24,151,103,18,9,130,78,11,7,96
39,17:30:00,17:45:00,2024-02-09,4,109,8,18,135,116,10,23,149,112,28,8,148,90,10,13,113
39,17:45:00,18:00:00,2024-02-09,4,144,10,18,172,79,7,17,103,130,30,15,175,63,6,4,73
