sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
16,07:30:00,07:45:00,2024-01-17,2,146,13,22,181,93,4,15,112,85,24,7,116,74,12,11,97
16,07:45:00,08:00:00,2024-01-17,2,183,17,29,229,153,10,30,193,138,31,17,186,145,19,8,172
16,08:00:00,08:15:00,2024-01-17,2,225,15,39,279,190,14,38,242,165,36,20,221,142,14,24,180
16,08:15:00,08:30:00,2024-01-17,2,224,22,37,283,131,11,28,170,221,52,26,299,122,24,20,166
16,08:30:00,08:45:00,2024-01-17,2,203,13,20,236,165,11,25,201,178,26,11,215,97,12,14,123
16,08:45:00,09:00:00,2024-01-17,2,208,11,23,242,206,7,28,241,159,35,14,208,105,9,8,122
16,09:00:00,09:15:00,2024-01-17,2,257,20,42,319,230,11,41,282,141,25,12,178,136,22,17,175
16,09:15:00,09:30:00,2024-01-17,2,148,7,11,166,153,7,20,180,130,28,13,171,100,13,11,124
16,10:00:00,10:15:00,2024-01-17,2,167,9,17,193,121,4,14,139,77,22,10,109,92,20,8,120
16,10:15:00,10:30:00,2024-01-17,2,153,11,28,192,139,9,23,171,105,24,10,139,77,8,7,92
16,10:30:00,10:45:00,2024-01-17,2,143,8,19,170,114,4,19,137,113,19,6,138,111,11,9,131
16,10:45:00,11:00:00,2024-01-17,2,146,17,31,194,71,3,5,79,88,22,7,117,62,12,5,79
16,11:00:00,11:15:00,2024-01-17,2,136,16,25,177,98,6,10,114,85,16,11,112,72,8,12,92
16,11:15:00,11:30:00,2024-01-17,2,122,11,19,152,85,2,12,99,93,15,6,114,87,12,11,110
16,11:30:00,11:45:00,2024-01-17,2,112,17,18,147,81,2,15,98,83,21,11,115,77,3,8,88
16,11:45:00,12:00:00,2024-01-17,2,129,10,16,155,97,6,13,116,86,26,8,120,81,14,14,109
16,13:00:00,13:15:00,2024-01-17,2,100,7,17,124,103,2,21,126,83,22,7,112,63,12,5,80
16,13:15:00,13:30:00,2024-01-17,2,111,7,18,136,94,6,15,115,94,20,6,120,61,5,4,70
16,13:30:00,13:45:00,2024-01-17,2,106,12,21,139,74,5,9,88,116,12,10,138,61,16,9,86
16,13:45:00,14:00:00,2024-01-17,2,75,3,13,91,87,7,7,101,91,26,8,125,50,6,4,60
16,14:00:00,14:15:00,2024-01-17,2,55,4,11,70,86,1,15,102,69,22,8,99,40,7,5,52
16,14:15:00,14:30:00,2024-01-17,2,113,15,17,145,141,6,19,166,78,17,8,103,48,8,10,66
16,14:30:00,14:45:00,2024-01-17,2,104,9,18,131,87,4,13,104,73,15,4,92,55,10,7,72
16,14:45:00,15:00:00,2024-01-17,2,121,7,19,147,87,4,16,107,63,16,5,84,65,13,5,83
16,16:00:00,16:15:00,2024-01-17,2,84,5,7,96,100,5,15,120,101,14,9,124,41,11,11,63
16,16:15:00,16:30:00,2024-01-17,2,95,9,18,122,137,8,17,162,72,17,11,100,59,14,6,79
16,16:30:00,16:45:00,2024-01-17,2,109,9,20,138,106,7,16,129,72,30,5,107,62,14,11,87
16,16:45:00,17:00:00,2024-01-17,2,88,7,23,118,99,2,8,109,56,13,4,73,44,11,6,61
16,17:00:00,17:15:00,2024-01-17,2,93,3,11,107,93,3,18,114,71,19,11,101,41,9,7,57
16,17:15:00,17:30:00,2024-01-17,2,63,6,6,75,94,2,18,114,117,29,10,156,84,12,7,103
16,17:30:00,17:45:00,2024-01-17,2,132,7,23,162,114,6,17,137,81,12,10,103,84,11,6,101
16,17:45:00,18:00:00,2024-01-17,2,122,7,15,144,87,1,16,104,112,17,6,135,61,15,8,84
