sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
44,07:30:00,07:45:00,2024-02-14,2,89,12,11,112,141,5,29,175,88,25,8,121,112,19,11,142
44,07:45:00,08:00:00,2024-02-14,2,195,2,24,221,190,10,33,233,126,29,11,166,92,14,15,121
44,08:00:00,08:15:00,2024-02-14,2,205,12,30,247,144,10,20,174,111,29,11,151,142,16,13,171
44,08:15:00,08:30:00,2024-02-14,2,162,20,26,208,174,10,40,224,184,41,22,247,112,17,12,141
44,08:30:00,08:45:00,2024-02-14,2,217,19,36,272,124,4,18,146,128,21,10,159,92,15,7,114
44,08:45:00,09:00:00,2024-02-14,2,197,19,44,260,148,11,28,187,144,27,11,182,123,15,15,153
44,09:00:00,09:15:00,2024-02-14,2,208,12,27,247,215,19,31,265,143,21,19,183,124,20,12,156
44,09:15:00,09:30:00,2024-02-14,2,166,12,28,206,112,5,17,134,99,15,6,120,97,11,8,116
44,10:00:00,10:15:00,2024-02-14,2,86,6,12,104,115,4,21,140,88,25,9,122,88,11,10,109
44,10:15:00,10:30:00,2024-02-14,2,138,10,22,170,133,3,36,172,112,23,11,146,84,17,8,109
44,10:30:00,10:45:00,2024-02-14,2,145,11,18,174,178,10,24,212,94,30,18,142,96,13,9,118
44,10:45:00,11:00:00,2024-02-14,2,77,5,12,94,118,4,16,138,91,16,7,114,73,10,8,91
44,11:00:00,11:15:00,2024-02-14,2,147,11,24,182,144,10,20,174,80,18,8,106,56,11,3,70
44,11:15:00,11:30:00,2024-02-14,2,122,11,18,151,104,11,18,133,75,18,11,104,109,15,8,132
44,11:30:00,11:45:00,2024-02-14,2,96,10,15,121,88,3,8,99,86,12,9,107,73,19,14,106
44,11:45:00,12:00:00,2024-02-14,2,143,9,18,170,103,6,24,133,72,19,6,97,67,12,12,91
44,13:00:00,13:15:00,2024-02-14,2,118,8,27,153,136,8,17,161,90,20,10,120,84,9,4,97
44,13:15:00,13:30:00,2024-02-14,2,127,11,30,168,91,8,15,114,79,17,13,109,57,5,3,65
44,13:30:00,13:45:00,2024-02-14,2,103,11,20,134,96,5,19,120,92,33,8,133,54,15,7,76
44,13:45:00,14:00:00,2024-02-14,2,101,8,23,132,90,8,11,109,74,17,8,99,68,14,10,92
44,14:00:00,14:15:00,2024-02-14,2,119,8,26,153,58,6,7,71,36,5,4,45,51,6,2,59
44,14:15:00,14:30:00,2024-02-14,2,125,11,23,159,101,6,14,121,81,19,9,109,69,10,10,89
44,14:30:00,14:45:00,2024-02-14,2,112,6,19,137,75,3,22,100,70,16,4,90,50,6,8,64
44,14:45:00,15:00:00,2024-02-14,2,91,7,19,117,93,4,20,117,60,12,6,78,60,7,8,75
44,16:00:00,16:15:00,2024-02-14,2,89,7,11,107,100,2,13,115,68,17,13,98,52,7,5,64
44,16:15:00,16:30:00,2024-02-14,2,103,6,19,128,102,7,16,125,64,22,8,94,50,5,8,63
44,16:30:00,16:45:00,2024-02-14,2,134,8,24,166,110,3,15,128,87,16,11,114,71,5,9,85
44,16:45:00,17:00:00,2024-02-14,2,103,8,20,131,140,9,19,168,100,22,8,130,60,10,8,78
44,17:00:00,17:15:00,2024-02-14,2,103,12,18,133,97,2,12,111,62,13,6,81,50,3,5,58
44,17:15:00,17:30:00,2024-02-14,2,117,6,25,148,103,6,21,130,97,17,7,121,76,9,6,91
44,17:30:00,17:45:00,2024-02-14,2,126,6,17,149,80,2,13,95,74,24,18,116,76,10,6,92
44,17:45:00,18:00:00,2024-02-14,2,103,7,18,128,129,5,20,154,101,27,10,138,69,8,9,86
