sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
4,07:30:00,07:45:00,2024-01-05,4,117,14,18,149,102,6,24,132,150,29,10,189,127,21,13,161
4,07:45:00,08:00:00,2024-01-05,4,137,5,17,159,200,12,38,250,159,36,23,218,130,20,16,166
4,08:00:00,08:15:00,2024-01-05,4,223,14,29,266,192,7,30,229,178,38,16,232,111,20,12,143
4,08:15:00,08:30:00,2024-01-05,4,253,22,37,312,166,10,23,199,134,36,27,197,127,24,17,168
4,08:30:00,08:45:00,2024-01-05,4,222,13,38,273,211,6,34,251,103,26,8,137,144,24,22,190
4,08:45:00,09:00:00,2024-01-05,4,271,14,50,335,188,8,30,226,160,27,11,198,169,26,16,211
4,09:00:00,09:15:00,2024-01-05,4,245,20,41,306,189,8,31,228,209,49,26,284,166,22,18,206
4,09:15:00,09:30:00,2024-01-05,4,140,9,20,169,159,4,36,199,140,22,9,171,72,11,12,95
4,10:00:00,10:15:00,2024-01-05,4,136,12,22,170,111,8,20,139,97,12,9,118,80,19,8,107
4,10:15:00,10:30:00,2024-01-05,4,132,12,32,176,148,6,22,176,119,19,11,149,78,13,4,95
4,10:30:00,10:45:00,2024-01-05,4,196,14,27,237,114,5,24,143,127,19,8,154,79,14,12,105
4,10:45:00,11:00:00,2024-01-05,4,128,10,22,160,151,7,31,189,105,26,7,138,89,6,10,105
4,11:00:00,11:15:00,2024-01-05,4,156,10,25,191,127,4,20,151,95,20,10,125,61,15,10,86
4,11:15:00,11:30:00,2024-01-05,4,158,7,18,183,121,2,25,148,68,20,10,98,76,14,14,104
4,11:30:00,11:45:00,2024-01-05,4,95,8,19,122,91,4,17,112,77,18,6,101,68,15,11,94
4,11:45:00,12:00:00,2024-01-05,4,167,8,21,196,128,6,22,156,75,19,7,101,87,8,6,101
4,13:00:00,13:15:00,2024-01-05,4,150,13,21,184,120,9,22,151,94,27,8,129,78,8,8,94
4,13:15:00,13:30:00,2024-01-05,4,108,4,16,128,112,6,11,129,97,24,8,129,96,18,4,118
4,13:30:00,13:45:00,2024-01-05,4,122,16,12,150,114,4,14,132,63,9,12,84,93,10,12,115
4,13:45:00,14:00:00,2024-01-05,4,137,5,14,156,90,2,16,108,92,22,13,127,43,8,4,55
4,14:00:00,14:15:00,2024-01-05,4,99,5,16,120,93,8,13,114,66,9,12,87,51,7,5,63
4,14:15:00,14:30:00,2024-01-05,4,128,10,19,157,151,11,29,191,120,26,3,149,102,13,9,124
4,14:30:00,14:45:00,2024-01-05,4,101,7,17,125,85,5,19,109,81,18,4,103,78,11,2,91
4,14:45:00,15:00:00,2024-01-05,4,116,10,20,146,102,6,18,126,67,23,5,95,84,12,13,109
4,16:00:00,16:15:00,2024-01-05,4,126,5,23,154,120,7,23,150,87,18,10,115,74,14,4,92
4,16:15:00,16:30:00,2024-01-05,4,141,11,18,170,87,3,15,105,84,14,5,103,66,14,6,86
4,16:30:00,16:45:00,2024-01-05,4,120,7,23,150,100,2,20,122,100,28,13,141,95,13,11,119
4,16:45:00,17:00:00,2024-01-05,4,126,8,12,146,143,9,22,174,90,15,12,117,90,17,16,123
4,17:00:00,17:15:00,2024-01-05,4,120,5,16,141,57,3,16,76,68,13,2,83,62,7,3,72
4,17:15:00,17:30:00,2024-01-05,4,131,11,25,167,105,5,22,132,91,27,7,125,81,10,4,95
4,17:30:00,17:45:00,2024-01-05,4,124,8,20,152,110,1,27,138,69,23,7,99,82,15,11,108
4,17:45:00,18:00:00,2024-01-05,4,131,9,16,156,120,3,19,142,89,15,8,112,75,12,14,101
