sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
18,07:30:00,07:45:00,2024-01-19,4,196,9,30,235,123,5,24,152,102,26,15,143,106,12,9,127
18,07:45:00,08:00:00,2024-01-19,4,161,18,27,206,144,9,21,174,168,50,22,240,143,18,21,182
18,08:00:00,08:15:00,2024-01-19,4,200,25,35,260,180,11,41,232,178,46,19,243,127,17,17,161
18,08:15:00,08:30:00,2024-01-19,4,231,12,41,284,234,13,34,281,179,40,20,239,130,22,14,166
18,08:30:00,08:45:00,2024-01-19,4,240,13,32,285,205,11,30,246,143,32,20,195,107,18,12,137
18,08:45:00,09:00:00,2024-01-19,4,225,18,41,284,223,17,31,271,157,34,10,201,151,30,20,201
18,09:00:00,09:15:00,2024-01-19,4,302,26,56,384,255,16,48,319,188,46,19,253,115,20,14,149
18,09:15:00,09:30:00,2024-01-19,4,138,6,19,163,133,9,28,170,111,26,9,146,96,13,18,127
18,10:00:00,10:15:00,2024-01-19,4,125,9,23,157,140,6,20,166,104,40,15,159,72,5,8,85
18,10:15:00,10:30:00,2024-01-19,4,122,3,27,152,158,8,24,190,120,39,11,170,85,9,5,99
18,10:30:00,10:45:00,2024-01-19,4,204,13,30,247,165,5,26,196,123,24,13,160,106,12,6,124
18,10:45:00,11:00:00,2024-01-19,4,153,16,24,193,104,5,14,123,94,27,10,131,82,23,8,113
18,11:00:00,11:15:00,2024-01-19,4,148,13,16,177,115,2,23,140,121,29,10,160,90,17,6,113
18,11:15:00,11:30:00,2024-01-19,4,90,10,23,123,145,10,24,179,123,28,14,165,80,15,8,103
18,11:30:00,11:45:00,2024-01-19,4,115,5,17,137,85,3,17,105,80,16,4,100,87,14,11,112
18,11:45:00,12:00:00,2024-01-19,4,133,5,23,161,87,6,26,119,87,24,9,120,77,14,12,103
18,13:00:00,13:15:00,2024-01-19,4,120,17,25,162,77,1,19,97,90,25,10,125,91,20,11,122
18,13:15:00,13:30:00,2024-01-19,4,92,5,16,113,112,5,20,137,76,24,9,109,91,18,8,117
18,13:30:00,13:45:00,2024-01-19,4,140,12,19,171,112,6,25,143,98,21,9,128,85,15,14,114
18,13:45:00,14:00:00,2024-01-19,4,94,9,11,114,124,10,31,165,96,12,3,111,83,14,6,103
18,14:00:00,14:15:00,2024-01-19,4,76,5,12,93,71,3,16,90,80,15,12,107,66,5,8,79
18,14:15:00,14:30:00,2024-01-19,4,137,11,19,167,105,5,16,126,91,20,6,117,79,8,12,99
18,14:30:00,14:45:00,2024-01-19,4,91,7,12,110,94,1,16,111,79,16,6,101,59,9,13,81
18,14:45:00,15:00:00,2024-01-19,4,127,13,22,162,105,5,22,132,64,17,5,86,54,10,10,74
18,16:00:00,16:15:00,2024-01-19,4,175,11,38,224,102,4,19,125,42,13,8,63,96,11,14,121
18,16:15:00,16:30:00,2024-01-19,4,67,4,9,80,85,6,15,106,104,31,10,145,62,14,4,80
18,16:30:00,16:45:00,2024-01-19,4,119,8,23,150,80,3,19,102,90,18,7,115,52,5,3,60
18,16:45:00,17:00:00,2024-01-19,4,138,16,20,174,102,4,15,121,96,13,5,114,79,9,7,95
18,17:00:00,17:15:00,2024-01-19,4,100,12,23,135,106,7,21,134,82,25,7,114,39,5,3,47
18,17:15:00,17:30:00,2024-01-19,4,107,5,18,130,144,4,22,170,89,22,7,118,53,11,5,69
18,17:30:00,17:45:00,2024-01-19,4,101,12,19,132,116,3,8,127,95,19,12,126,65,13,4,82
18,17:45:00,18:00:00,2024-01-19,4,125,9,24,158,96,5,7,108,98,27,7,132,60,6,9,75
