sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
50,07:30:00,07:45:00,2024-02-20,1,142,11,26,179,108,7,15,130,137,29,16,182,135,17,17,169
50,07:45:00,08:00:00,2024-02-20,1,196,16,31,243,182,7,26,215,201,39,15,255,141,11,10,162
50,08:00:00,08:15:00,2024-02-20,1,188,11,28,227,190,6,30,226,137,35,18,190,126,22,18,166
50,08:15:00,08:30:00,2024-02-20,1,252,21,45,318,201,7,33,241,165,38,13,216,163,26,12,201
50,08:30:00,08:45:00,2024-02-20,1,184,15,36,235,150,7,22,179,127,28,17,172,99,11,14,124
50,08:45:00,09:00:00,2024-02-20,1,222,11,38,271,179,6,31,216,179,30,14,223,141,23,16,180
50,09:00:00,09:15:00,2024-02-20,1,217,16,27,260,205,11,33,249,191,44,28,263,139,23,26,188
50,09:15:00,09:30:00,2024-02-20,1,181,15,33,229,108,4,28,140,109,29,14,152,101,23,11,135
50,10:00:00,10:15:00,2024-02-20,1,138,17,22,177,127,5,30,162,77,19,8,104,65,11,5,81
50,10:15:00,10:30:00,2024-02-20,1,122,12,24,158,150,7,32,189,91,28,14,133,125,15,12,152
50,10:30:00,10:45:00,2024-02-20,1,124,14,21,159,133,2,27,162,95,25,19,139,113,20,12,145
50,10:45:00,11:00:00,2024-02-20,1,113,10,22,145,100,5,16,121,93,19,11,123,105,11,12,128
50,11:00:00,11:15:00,2024-02-20,1,124,14,25,163,111,2,23,136,96,29,8,133,84,10,16,110
50,11:15:00,11:30:00,2024-02-20,1,122,10,14,146,97,4,12,113,97,19,5,121,73,13,9,95
50,11:30:00,11:45:00,2024-02-20,1,76,6,15,97,108,4,19,131,53,6,8,67,53,4,11,68
50,11:45:00,12:00:00,2024-02-20,1,116,5,17,138,137,6,20,163,120,24,10,154,90,17,9,116
50,13:00:00,13:15:00,2024-02-20,1,191,11,24,226,147,6,20,173,76,21,12,109,73,8,13,94
50,13:15:00,13:30:00,2024-02-20,1,155,5,26,186,128,3,22,153,92,17,14,123,80,18,10,108
50,13:30:00,13:45:00,2024-02-20,1,132,9,22,163,133,7,23,163,61,22,4,87,73,11,6,90
50,13:45:00,14:00:00,2024-02-20,1,88,7,9,104,77,2,10,89,69,11,9,89,69,4,7,80
50,14:00:00,14:15:00,2024-02-20,1,92,12,18,122,102,4,24,130,57,16,4,77,51,1,4,56
50,14:15:00,14:30:00,2024-02-20,1,104,10,13,127,101,12,20,133,102,17,11,130,82,15,7,104
50,14:30:00,14:45:00,2024-02-20,1,116,8,10,134,87,6,9,102,122,24,11,157,61,11,7,79
50,14:45:00,15:00:00,2024-02-20,1,91,9,10,110,95,5,25,125,81,18,7,106,68,7,5,80
50,16:00:00,16:15:00,2024-02-20,1,85,5,14,104,106,4,20,130,88,24,6,118,65,7,5,77
50,16:15:00,16:30:00,2024-02-20,1,74,2,16,92,129,6,15,150,80,21,8,109,80,9,11,100
50,16:30:00,16:45:00,2024-02-20,1,135,10,20,165,92,5,20,117,67,12,8,87,46,9,9,64
50,16:45:00,17:00:00,2024-02-20,1,131,10,20,161,129,3,19,151,74,16,7,97,70,11,6,87
50,17:00:00,17:15:00,2024-02-20,1,89,1,15,105,86,3,18,107,61,19,11,91,58,9,5,72
50,17:15:00,17:30:00,2024-02-20,1,126,9,31,166,98,7,24,129,93,17,8,118,78,16,5,99
50,17:30:00,17:45:00,2024-02-20,1,155,14,27,196,125,3,27,155,88,15,3,106,77,15,5,97
50,17:45:00,18:00:00,2024-02-20,1,140,8,33,181,90,2,15,107,97,21,11,129,64,10,4,78
