sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
34,07:30:00,07:45:00,2024-02-04,6,57,3,12,72,79,5,15,99,61,11,1,73,51,7,4,62
34,07:45:00,08:00:00,2024-02-04,6,83,9,18,110,126,7,22,155,92,30,9,131,64,17,8,89
34,08:00:00,08:15:00,2024-02-04,6,99,6,16,121,90,4,21,115,95,16,11,122,46,12,8,66
34,08:15:00,08:30:00,2024-02-04,6,117,8,21,146,117,4,19,140,99,21,5,125,76,4,8,88
34,08:30:00,08:45:00,2024-02-04,6,91,8,16,115,106,9,23,138,56,12,5,73,62,5,6,73
34,08:45:00,09:00:00,2024-02-04,6,122,8,18,148,106,4,24,134,91,23,10,124,71,16,11,98
34,09:00:00,09:15:00,2024-02-04,6,104,12,19,135,115,2,18,135,83,18,9,110,67,8,5,80
34,09:15:00,09:30:00,2024-02-04,6,90,6,17,113,91,3,20,114,60,9,4,73,65,14,6,85
34,10:00:00,10:15:00,2024-02-04,6,52,8,9,69,49,2,11,62,55,3,7,65,51,6,4,61
34,10:15:00,10:30:00,2024-02-04,6,69,8,16,93,90,5,14,109,38,15,8,61,45,7,3,55
34,10:30:00,10:45:00,2024-02-04,6,89,5,16,110,76,7,14,97,57,21,5,83,67,5,8,80
34,10:45:00,11:00:00,2024-02-04,6,73,5,11,89,67,5,11,83,40,11,3,54,37,6,4,47
34,11:00:00,11:15:00,2024-02-04,6,74,6,14,94,61,7,7,75,51,15,8,74,30,4,4,38
34,11:15:00,11:30:00,2024-02-04,6,67,2,9,78,64,5,14,83,52,8,13,73,60,10,3,73
34,11:30:00,11:45:00,2024-02-04,6,53,3,9,65,59,2,10,71,35,5,3,43,45,12,6,63
34,11:45:00,12:00:00,2024-02-04,6,63,8,11,82,59,5,9,73,60,11,9,80,57,7,6,70
34,13:00:00,13:15:00,2024-02-04,6,77,5,13,95,65,4,14,83,27,11,6,44,32,7,3,42
34,13:15:00,13:30:00,2024-02-04,6,80,2,11,93,62,1,13,76,49,15,5,69,39,7,6,52
34,13:30:00,13:45:00,2024-02-04,6,75,3,16,94,48,5,9,62,22,8,4,34,44,5,4,53
34,13:45:00,14:00:00,2024-02-04,6,32,7,6,45,41,4,7,52,29,18,1,48,32,7,1,40
34,14:00:00,14:15:00,2024-02-04,6,44,3,6,53,30,1,4,35,35,13,6,54,15,1,6,22
34,14:15:00,14:30:00,2024-02-04,6,56,6,11,73,35,2,5,42,48,14,9,71,37,10,5,52
34,14:30:00,14:45:00,2024-02-04,6,54,3,8,65,33,2,6,41,25,12,3,40,31,6,2,39
34,14:45:00,15:00:00,2024-02-04,6,42,3,14,59,49,2,10,61,46,12,7,65,30,2,2,34
34,16:00:00,16:15:00,2024-02-04,6,67,4,8,79,77,3,4,84,50,8,1,59,31,4,1,36
34,16:15:00,16:30:00,2024-02-04,6,69,4,13,86,37,0,5,42,55,15,4,74,33,6,4,43
34,16:30:00,16:45:00,2024-02-04,6,81,3,10,94,55,1,13,69,45,9,8,62,41,2,4,47
34,16:45:00,17:00:00,2024-02-04,6,52,2,7,61,67,1,12,80,31,9,1,41,27,6,1,34
34,17:00:00,17:15:00,2024-02-04,6,47,2,4,53,42,4,10,56,31,9,4,44,33,5,5,43
34,17:15:00,17:30:00,2024-02-04,6,54,3,9,66,48,2,10,60,37,15,4,56,43,6,4,53
34,17:30:00,17:45:00,2024-02-04,6,53,7,7,67,52,2,12,66,38,6,2,46,45,5,6,56
34,17:45:00,18:00:00,2024-02-04,6,85,8,15,108,47,2,3,52,55,9,7,71,55,6,5,66
