sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
29,07:30:00,07:45:00,2024-01-30,1,121,6,17,144,136,6,27,169,93,20,14,127,64,15,10,89
29,07:45:00,08:00:00,2024-01-30,1,160,11,31,202,150,9,32,191,152,39,21,212,107,10,9,126
29,08:00:00,08:15:00,2024-01-30,1,204,12,31,247,240,15,47,302,149,35,14,198,123,27,14,164
29,08:15:00,08:30:00,2024-01-30,1,213,12,34,259,202,11,34,247,129,40,10,179,137,24,19,180
29,08:30:00,08:45:00,2024-01-30,1,272,14,44,330,179,12,27,218,134,25,15,174,122,19,13,154
29,08:45:00,09:00:00,2024-01-30,1,172,8,28,208,204,10,28,242,118,31,13,162,132,18,12,162
29,09:00:00,09:15:00,2024-01-30,1,193,11,29,233,187,10,39,236,171,35,17,223,162,16,14,192
29,09:15:00,09:30:00,2024-01-30,1,127,7,26,160,147,5,37,189,103,24,6,133,74,18,9,101
29,10:00:00,10:15:00,2024-01-30,1,117,10,18,145,106,2,21,129,86,26,7,119,79,10,8,97
29,10:15:00,10:30:00,2024-01-30,1,144,12,24,180,124,3,22,149,120,24,14,158,89,16,8,113
29,10:30:00,10:45:00,2024-01-30,1,138,12,36,186,131,10,17,158,134,33,11,178,90,17,12,119
29,10:45:00,11:00:00,2024-01-30,1,109,3,21,133,81,1,16,98,58,20,6,84,77,8,8,93
29,11:00:00,11:15:00,2024-01-30,1,132,4,15,151,121,12,20,153,103,25,6,134,64,8,2,74
29,11:15:00,11:30:00,2024-01-30,1,131,7,15,153,68,6,20,94,98,19,19,136,76,6,7,89
29,11:30:00,11:45:00,2024-01-30,1,100,5,11,116,99,3,28,130,77,15,5,97,61,8,5,74
29,11:45:00,12:00:00,2024-01-30,1,119,6,24,149,78,5,19,102,89,33,16,138,49,11,13,73
29,13:00:00,13:15:00,2024-01-30,1,155,13,32,200,97,9,19,125,126,28,8,162,80,15,5,100
29,13:15:00,13:30:00,2024-01-30,1,175,8,27,210,90,3,17,110,87,23,6,116,96,16,16,128
29,13:30:00,13:45:00,2024-01-30,1,133,10,22,165,121,5,13,139,97,24,15,136,80,9,6,95
29,13:45:00,14:00:00,2024-01-30,1,95,4,15,114,101,7,13,121,73,28,11,112,53,10,7,70
29,14:00:00,14:15:00,2024-01-30,1,115,8,18,141,66,3,16,85,60,16,5,81,58,10,11,79
29,14:15:00,14:30:00,2024-01-30,1,116,5,20,141,105,3,10,118,119,36,9,164,87,15,12,114
29,14:30:00,14:45:00,2024-01-30,1,119,7,14,140,92,4,15,111,64,12,3,79,55,9,0,64
29,14:45:00,15:00:00,2024-01-30,1,144,10,22,176,83,4,10,97,83,11,7,101,58,11,10,79
29,16:00:00,16:15:00,2024-01-30,1,60,2,14,76,108,2,16,126,70,23,7,100,74,6,5,85
29,16:15:00,16:30:00,2024-01-30,1,115,6,14,135,123,1,18,142,71,21,7,99,69,11,5,85
29,16:30:00,16:45:00,2024-01-30,1,130,6,28,164,117,3,18,138,100,24,9,133,62,11,4,77
29,16:45:00,17:00:00,2024-01-30,1,121,10,18,149,144,8,33,185,71,11,4,86,89,19,7,115
29,17:00:00,17:15:00,2024-01-30,1,86,3,16,105,106,2,18,126,72,20,5,97,60,14,5,79
29,17:15:00,17:30:00,2024-01-30,1,92,4,17,113,110,6,14,130,90,14,7,111,56,7,6,69
29,17:30:00,17:45:00,2024-01-30,1,90,8,16,114,123,7,12,142,95,16,14,125,62,13,5,80
29,17:45:00,18:00:00,2024-01-30,1,118,16,23,157,112,4,23,139,100,24,11,135,61,7,7,75
