sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
6,07:30:00,07:45:00,2024-01-07,6,58,6,11,75,53,3,4,60,49,9,3,61,46,11,2,59
6,07:45:00,08:00:00,2024-01-07,6,94,4,23,121,90,4,18,112,87,19,10,116,55,8,4,67
6,08:00:00,08:15:00,2024-01-07,6,103,10,19,132,89,7,10,106,81,8,7,96,88,8,10,106
6,08:15:00,08:30:00,2024-01-07,6,103,5,25,133,87,6,23,116,54,9,7,70,71,15,6,92
6,08:30:00,08:45:00,2024-01-07,6,117,8,21,146,88,5,12,105,70,14,5,89,66,10,10,86
6,08:45:00,09:00:00,2024-01-07,6,140,7,22,169,83,5,14,102,73,19,4,96,90,16,8,114
6,09:00:00,09:15:00,2024-01-07,6,161,14,24,199,77,6,9,92,85,13,3,101,75,17,7,99
6,09:15:00,09:30:00,2024-01-07,6,81,8,14,103,93,4,12,109,67,16,8,91,36,7,4,47
6,10:00:00,10:15:00,2024-01-07,6,85,1,17,103,54,3,9,66,48,12,7,67,39,3,4,46
6,10:15:00,10:30:00,2024-01-07,6,85,9,13,107,90,4,15,109,43,8,6,57,64,12,14,90
6,10:30:00,10:45:00,2024-01-07,6,74,2,16,92,69,1,10,80,59,17,6,82,51,8,11,70
6,10:45:00,11:00:00,2024-01-07,6,78,8,12,98,48,2,10,60,42,7,6,55,50,1,4,55
6,11:00:00,11:15:00,2024-01-07,6,108,6,16,130,79,2,11,92,46,8,5,59,33,1,3,37
6,11:15:00,11:30:00,2024-01-07,6,61,5,13,79,62,2,12,76,57,9,3,69,40,4,6,50
6,11:30:00,11:45:00,2024-01-07,6,37,5,7,49,43,4,10,57,43,10,3,56,44,9,1,54
6,11:45:00,12:00:00,2024-01-07,6,72,3,8,83,35,0,7,42,54,15,7,76,44,9,7,60
6,13:00:00,13:15:00,2024-01-07,6,37,4,5,46,59,7,12,78,38,9,5,52,47,12,7,66
6,13:15:00,13:30:00,2024-01-07,6,63,5,15,83,63,7,14,84,51,17,2,70,49,9,2,60
6,13:30:00,13:45:00,2024-01-07,6,45,7,6,58,47,6,4,57,48,15,5,68,56,8,6,70
6,13:45:00,14:00:00,2024-01-07,6,69,3,12,84,50,1,12,63,51,9,7,67,26,7,12,45
6,14:00:00,14:15:00,2024-01-07,6,55,6,8,69,31,0,6,37,40,9,1,50,37,4,3,44
6,14:15:00,14:30:00,2024-01-07,6,62,5,11,78,59,2,12,73,42,13,4,59,34,7,2,43
6,14:30:00,14:45:00,2024-01-07,6,60,2,3,65,57,2,8,67,52,9,6,67,22,3,2,27
6,14:45:00,15:00:00,2024-01-07,6,59,4,6,69,53,0,9,62,38,8,5,51,28,5,3,36
6,16:00:00,16:15:00,2024-01-07,6,70,5,7,82,44,1,9,54,28,8,3,39,41,4,4,49
6,16:15:00,16:30:00,2024-01-07,6,69,5,8,82,67,3,11,81,55,9,3,67,36,5,7,48
6,16:30:00,16:45:00,2024-01-07,6,71,7,7,85,55,2,9,66,46,6,5,57,38,10,5,53
6,16:45:00,17:00:00,2024-01-07,6,61,3,9,73,54,3,10,67,53,7,3,63,34,5,0,39
6,17:00:00,17:15:00,2024-01-07,6,46,5,6,57,42,1,12,55,33,6,4,43,31,1,6,38
6,17:15:00,17:30:00,2024-01-07,6,60,3,5,68,58,4,10,72,47,9,5,61,33,15,4,52
6,17:30:00,17:45:00,2024-01-07,6,67,10,8,85,59,6,10,75,46,9,6,61,41,4,6,51
6,17:45:00,18:00:00,2024-01-07,6,51,2,11,64,81,7,12,100,30,8,3,41,34,6,4,44
