sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
41,07:30:00,07:45:00,2024-02-11,6,43,7,11,61,85,6,5,96,49,9,8,66,24,3,3,30
41,07:45:00,08:00:00,2024-02-11,6,91,10,28,129,77,4,9,90,87,27,7,121,63,8,4,75
41,08:00:00,08:15:00,2024-02-11,6,147,6,19,172,117,3,20,140,85,17,7,109,54,12,6,72
41,08:15:00,08:30:00,2024-02-11,6,104,9,21,134,103,5,17,125,95,14,12,121,67,5,8,80
41,08:30:00,08:45:00,2024-02-11,6,124,4,16,144,82,5,11,98,77,23,5,105,55,5,8,68
41,08:45:00,09:00:00,2024-02-11,6,113,2,15,130,84,9,22,115,62,8,4,74,49,6,3,58
41,09:00:00,09:15:00,2024-02-11,6,114,4,18,136,101,8,23,132,100,16,10,126,69,10,11,90
41,09:15:00,09:30:00,2024-02-11,6,84,6,12,102,78,1,11,90,77,18,8,103,49,9,9,67
41,10:00:00,10:15:00,2024-02-11,6,50,1,17,68,68,1,13,82,33,7,5,45,36,3,7,46
41,10:15:00,10:30:00,2024-02-11,6,74,4,9,87,80,4,12,96,72,17,9,98,60,7,7,74
41,10:30:00,10:45:00,2024-02-11,6,98,9,19,126,58,2,10,70,42,10,9,61,41,9,0,50
41,10:45:00,11:00:00,2024-02-11,6,81,4,15,100,51,4,7,62,55,11,4,70,42,9,5,56
41,11:00:00,11:15:00,2024-02-11,6,94,8,4,106,57,2,6,65,49,13,6,68,29,7,4,40
41,11:15:00,11:30:00,2024-02-11,6,48,3,14,65,55,5,11,71,35,6,0,41,39,8,7,54
41,11:30:00,11:45:00,2024-02-11,6,50,4,6,60,23,2,3,28,41,14,4,59,18,2,1,21
41,11:45:00,12:00:00,2024-02-11,6,69,8,6,83,87,2,12,101,48,19,10,77,43,6,1,50
41,13:00:00,13:15:00,2024-02-11,6,65,3,11,79,56,2,11,69,59,12,4,75,35,6,4,45
41,13:15:00,13:30:00,2024-02-11,6,49,2,8,59,45,6,11,62,65,8,5,78,41,3,4,48
41,13:30:00,13:45:00,2024-02-11,6,80,3,11,94,57,0,10,67,61,17,5,83,25,7,3,35
41,13:45:00,14:00:00,2024-02-11,6,46,1,7,54,45,3,8,56,37,12,5,54,38,8,6,52
41,14:00:00,14:15:00,2024-02-11,6,56,2,11,69,38,0,5,43,40,3,4,47,23,2,5,30
41,14:15:00,14:30:00,2024-02-11,6,58,4,16,78,58,4,10,72,44,9,1,54,36,5,2,43
41,14:30:00,14:45:00,2024-02-11,6,41,0,6,47,54,2,9,65,51,9,4,64,40,6,3,49
41,14:45:00,15:00:00,2024-02-11,6,62,4,8,74,28,2,10,40,37,17,2,56,33,7,5,45
41,16:00:00,16:15:00,2024-02-11,6,51,8,7,66,67,3,12,82,33,11,3,47,39,6,3,48
41,16:15:00,16:30:00,2024-02-11,6,56,3,7,66,51,2,7,60,41,6,4,51,28,3,6,37
41,16:30:00,16:45:00,2024-02-11,6,60,6,7,73,57,5,5,67,31,10,4,45,26,8,2,36
41,16:45:00,17:00:00,2024-02-11,6,67,6,10,83,71,6,10,87,33,3,3,39,22,2,2,26
41,17:00:00,17:15:00,2024-02-11,6,38,0,10,48,52,2,10,64,46,8,3,57,22,1,1,24
41,17:15:00,17:30:00,2024-02-11,6,46,0,13,59,64,2,6,72,44,13,3,60,24,6,1,31
41,17:30:00,17:45:00,2024-02-11,6,76,6,14,96,68,1,7,76,46,12,4,62,62,10,7,79
41,17:45:00,18:00:00,2024-02-11,6,57,3,5,65,49,1,13,63,34,10,0,44,44,6,7,57
