sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
10,07:30:00,07:45:00,2024-01-11,3,136,9,35,180,99,6,28,133,89,15,1,105,72,9,8,89
10,07:45:00,08:00:00,2024-01-11,3,215,12,29,256,174,10,32,216,117,25,11,153,144,23,17,184
10,08:00:00,08:15:00,2024-01-11,3,191,10,28,229,181,9,24,214,133,38,11,182,109,23,13,145
10,08:15:00,08:30:00,2024-01-11,3,258,20,36,314,166,8,35,209,101,16,14,131,105,18,11,134
10,08:30:00,08:45:00,2024-01-11,3,202,11,34,247,168,12,27,207,104,9,16,129,117,17,8,142
10,08:45:00,09:00:00,2024-01-11,3,194,19,27,240,220,15,33,268,134,34,14,182,120,19,8,147
10,09:00:00,09:15:00,2024-01-11,3,248,19,35,302,131,11,19,161,144,33,10,187,134,21,11,166
10,09:15:00,09:30:00,2024-01-11,3,148,11,24,183,151,7,24,182,132,28,15,175,84,10,5,99
10,10:00:00,10:15:00,2024-01-11,3,132,9,24,165,138,2,23,163,97,24,9,130,56,13,7,76
10,10:15:00,10:30:00,2024-01-11,3,143,9,18,170,140,9,28,177,100,21,10,131,61,13,10,84
10,10:30:00,10:45:00,2024-01-11,3,122,7,19,148,114,6,15,135,104,24,12,140,97,16,14,127
10,10:45:00,11:00:00,2024-01-11,3,111,8,13,132,146,11,21,178,86,18,6,110,67,13,12,92
10,11:00:00,11:15:00,2024-01-11,3,115,12,16,143,66,1,18,85,87,17,4,108,60,8,5,73
10,11:15:00,11:30:00,2024-01-11,3,99,8,15,122,96,10,19,125,54,12,5,71,76,7,6,89
10,11:30:00,11:45:00,2024-01-11,3,103,5,12,120,88,0,16,104,66,12,8,86,66,11,11,88
10,11:45:00,12:00:00,2024-01-11,3,107,9,10,126,93,3,15,111,88,13,2,103,60,8,6,74
10,13:00:00,13:15:00,2024-01-11,3,116,8,18,142,142,5,17,164,79,17,0,96,65,11,7,83
10,13:15:00,13:30:00,2024-01-11,3,90,11,17,118,88,4,19,111,107,15,14,136,56,8,5,69
10,13:30:00,13:45:00,2024-01-11,3,112,10,12,134,81,4,11,96,85,21,10,116,65,12,7,84
10,13:45:00,14:00:00,2024-01-11,3,110,5,16,131,82,3,8,93,70,14,4,88,56,7,5,68
10,14:00:00,14:15:00,2024-01-11,3,79,8,12,99,80,3,12,95,65,9,7,81,56,6,8,70
10,14:15:00,14:30:00,2024-01-11,3,122,6,16,144,121,5,11,137,63,23,8,94,70,16,9,95
10,14:30:00,14:45:00,2024-01-11,3,102,9,13,124,87,2,15,104,45,8,1,54,57,8,9,74
10,14:45:00,15:00:00,2024-01-11,3,75,8,11,94,73,4,12,89,89,16,3,108,55,10,5,70
10,16:00:00,16:15:00,2024-01-11,3,95,5,28,128,101,6,14,121,97,23,8,128,55,5,6,66
10,16:15:00,16:30:00,2024-01-11,3,106,9,8,123,97,4,23,124,50,10,4,64,64,15,3,82
10,16:30:00,16:45:00,2024-01-11,3,108,7,30,145,111,7,26,144,73,21,6,100,77,11,3,91
10,16:45:00,17:00:00,2024-01-11,3,90,9,12,111,115,7,20,142,96,21,8,125,78,14,14,106
10,17:00:00,17:15:00,2024-01-11,3,74,3,7,84,67,6,13,86,78,17,9,104,79,14,6,99
10,17:15:00,17:30:00,2024-01-11,3,135,9,15,159,105,5,15,125,114,16,6,136,72,14,5,91
10,17:30:00,17:45:00,2024-01-11,3,107,7,18,132,95,9,18,122,98,13,6,117,75,8,7,90
10,17:45:00,18:00:00,2024-01-11,3,110,12,16,138,62,3,10,75,81,20,10,111,63,7,5,75
