sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
46,07:30:00,07:45:00,2024-02-16,4,204,14,28,246,128,7,31,166,125,20,16,161,116,19,13,148
46,07:45:00,08:00:00,2024-02-16,4,231,20,43,294,268,11,55,334,172,45,22,239,147,20,13,180
46,08:00:00,08:15:00,2024-02-16,4,203,12,22,237,161,10,22,193,158,42,18,218,125,19,25,169
46,08:15:00,08:30:00,2024-02-16,4,271,14,39,324,176,13,34,223,167,30,13,210,188,25,16,229
46,08:30:00,08:45:00,2024-02-16,4,213,14,44,271,226,7,38,271,115,22,9,146,134,10,13,157
46,08:45:00,09:00:00,2024-02-16,4,215,16,29,260,284,8,58,350,183,40,15,238,105,22,11,138
46,09:00:00,09:15:00,2024-02-16,4,251,19,42,312,223,10,32,265,131,26,10,167,143,20,11,174
46,09:15:00,09:30:00,2024-02-16,4,166,8,24,198,186,7,30,223,107,24,10,141,126,17,11,154
46,10:00:00,10:15:00,2024-02-16,4,121,13,20,154,85,4,11,100,101,28,14,143,68,14,7,89
46,10:15:00,10:30:00,2024-02-16,4,132,8,12,152,147,4,20,171,104,26,9,139,105,18,8,131
46,10:30:00,10:45:00,2024-02-16,4,158,9,24,191,123,4,28,155,139,34,12,185,108,17,14,139
46,10:45:00,11:00:00,2024-02-16,4,158,13,37,208,134,5,18,157,99,27,13,139,61,9,11,81
46,11:00:00,11:15:00,2024-02-16,4,111,8,25,144,117,3,15,135,90,14,3,107,84,12,12,108
46,11:15:00,11:30:00,2024-02-16,4,98,9,18,125,104,5,13,122,94,20,6,120,80,9,4,93
46,11:30:00,11:45:00,2024-02-16,4,131,12,21,164,114,8,8,130,99,22,7,128,61,12,5,78
46,11:45:00,12:00:00,2024-02-16,4,116,11,16,143,180,9,24,213,96,23,9,128,62,20,10,92
46,13:00:00,13:15:00,2024-02-16,4,125,11,18,154,90,5,13,108,99,18,7,124,74,8,10,92
46,13:15:00,13:30:00,2024-02-16,4,128,11,25,164,125,9,20,154,98,14,8,120,76,13,11,100
46,13:30:00,13:45:00,2024-02-16,4,130,7,19,156,89,2,13,104,114,26,13,153,90,15,8,113
46,13:45:00,14:00:00,2024-02-16,4,79,4,11,94,99,3,14,116,73,18,5,96,65,13,11,89
46,14:00:00,14:15:00,2024-02-16,4,93,3,19,115,68,8,18,94,78,12,7,97,59,9,5,73
46,14:15:00,14:30:00,2024-02-16,4,120,6,19,145,124,6,29,159,101,29,12,142,78,7,10,95
46,14:30:00,14:45:00,2024-02-16,4,95,4,9,108,63,3,12,78,87,11,6,104,61,13,6,80
46,14:45:00,15:00:00,2024-02-16,4,171,6,28,205,113,6,11,130,93,20,6,119,63,11,7,81
46,16:00:00,16:15:00,2024-02-16,4,122,4,19,145,79,4,13,96,74,21,6,101,73,9,9,91
46,16:15:00,16:30:00,2024-02-16,4,91,10,17,118,101,9,23,133,56,13,3,72,53,11,6,70
46,16:30:00,16:45:00,2024-02-16,4,90,7,22,119,105,4,28,137,83,18,8,109,80,9,6,95
46,16:45:00,17:00:00,2024-02-16,4,124,9,17,150,127,7,20,154,83,18,9,110,65,7,6,78
46,17:00:00,17:15:00,2024-02-16,4,93,11,16,120,99,6,14,119,85,7,7,99,54,7,7,68
46,17:15:00,17:30:00,2024-02-16,4,156,7,21,184,124,13,25,162,99,25,10,134,85,6,10,101
46,17:30:00,17:45:00,2024-02-16,4,106,7,20,133,118,5,10,133,84,22,12,118,129,19,14,162
46,17:45:00,18:00:00,2024-02-16,4,132,15,26,173,123,6,15,144,100,18,8,126,62,16,9,87
