sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
40,07:30:00,07:45:00,2024-02-10,5,70,9,14,93,79,1,17,97,43,8,4,55,44,9,3,56
40,07:45:00,08:00:00,2024-02-10,5,131,10,19,160,115,7,22,144,101,19,5,125,66,12,7,85
40,08:00:00,08:15:00,2024-02-10,5,108,5,19,132,141,4,16,161,52,11,4,67,55,7,8,70
40,08:15:00,08:30:00,2024-02-10,5,143,14,30,187,165,5,24,194,99,19,8,126,61,7,7,75
40,08:30:00,08:45:00,2024-02-10,5,74,12,13,99,125,8,18,151,54,14,3,71,56,13,4,73
40,08:45:00,09:00:00,2024-02-10,5,159,12,32,203,101,7,15,123,118,24,12,154,89,11,10,110
40,09:00:00,09:15:00,2024-02-10,5,128,17,22,167,121,8,23,152,76,13,6,95,61,11,10,82
40,09:15:00,09:30:00,2024-02-10,5,105,9,12,126,81,6,17,104,87,14,5,106,48,11,6,65
40,10:00:00,10:15:00,2024-02-10,5,106,5,12,123,79,8,10,97,53,17,6,76,31,2,2,35
40,10:15:00,10:30:00,2024-02-10,5,86,6,11,103,89,4,12,105,81,22,12,115,40,6,7,53
40,10:30:00,10:45:00,2024-02-10,5,86,11,10,107,105,3,15,123,60,14,5,79,57,9,9,75
40,10:45:00,11:00:00,2024-02-10,5,91,8,20,119,62,2,11,75,38,10,5,53,43,10,2,55
40,11:00:00,11:15:00,2024-02-10,5,81,5,16,102,64,1,10,75,61,14,2,77,47,4,3,54
40,11:15:00,11:30:00,2024-02-10,5,69,8,9,86,64,2,9,75,53,10,10,73,37,4,6,47
40,11:30:00,11:45:00,2024-02-10,5,48,1,6,55,79,0,17,96,50,9,6,65,43,5,5,53
40,11:45:00,12:00:00,2024-02-10,5,76,4,13,93,78,2,12,92,47,16,4,67,40,2,3,45
40,13:00:00,13:15:00,2024-02-10,5,86,7,9,102,55,3,7,65,60,16,9,85,36,9,8,53
40,13:15:00,13:30:00,2024-02-10,5,82,5,12,99,86,2,12,100,42,16,3,61,33,3,6,42
40,13:30:00,13:45:00,2024-02-10,5,117,6,21,144,78,3,14,95,63,14,11,88,29,9,2,40
40,13:45:00,14:00:00,2024-02-10,5,47,3,3,53,60,2,10,72,38,13,7,58,33,5,3,41
40,14:00:00,14:15:00,2024-02-10,5,70,2,7,79,52,2,8,62,31,6,2,39,12,7,1,20
40,14:15:00,14:30:00,2024-02-10,5,85,9,14,108,87,4,10,101,64,11,4,79,58,13,5,76
40,14:30:00,14:45:00,2024-02-10,5,83,5,11,99,82,7,7,96,42,14,2,58,38,1,8,47
40,14:45:00,15:00:00,2024-02-10,5,65,4,7,76,78,4,11,93,30,3,2,35,31,9,5,45
40,16:00:00,16:15:00,2024-02-10,5,72,4,8,84,45,6,10,61,40,9,6,55,49,7,2,58
40,16:15:00,16:30:00,2024-02-10,5,55,4,14,73,42,1,5,48,43,12,5,60,46,8,5,59
40,16:30:00,16:45:00,2024-02-10,5,70,8,16,94,53,3,17,73,59,12,8,79,44,7,3,54
40,16:45:00,17:00:00,2024-02-10,5,67,5,6,78,72,6,10,88,56,14,7,77,30,7,2,39
40,17:00:00,17:15:00,2024-02-10,5,41,8,8,57,67,3,17,87,35,8,3,46,43,5,6,54
40,17:15:00,17:30:00,2024-02-10,5,79,1,13,93,85,4,12,101,63,17,6,86,61,4,8,73
40,17:30:00,17:45:00,2024-02-10,5,88,3,11,102,68,0,10,78,58,17,3,78,50,8,3,61
40,17:45:00,18:00:00,2024-02-10,5,81,6,13,100,59,3,12,74,42,9,5,56,64,10,8,82
