sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
49,07:30:00,07:45:00,2024-02-19,0,114,5,12,131,140,10,27,177,98,26,12,136,83,13,13,109
49,07:45:00,08:00:00,2024-02-19,0,186,21,35,242,207,4,25,236,136,26,11,173,144,20,18,182
49,08:00:00,08:15:00,2024-02-19,0,188,19,22,229,178,10,22,210,131,25,14,170,114,12,14,140
49,08:15:00,08:30:00,2024-02-19,0,173,18,23,214,185,9,23,217,230,47,19,296,120,17,14,151
49,08:30:00,08:45:00,2024-02-19,0,163,9,19,191,199,5,30,234,148,20,14,182,96,17,12,125
49,08:45:00,09:00:00,2024-02-19,0,180,20,22,222,125,5,30,160,227,55,16,298,139,19,18,176
49,09:00:00,09:15:00,2024-02-19,0,275,19,38,332,153,11,32,196,147,40,17,204,132,28,15,175
49,09:15:00,09:30:00,2024-02-19,0,187,16,23,226,128,5,17,150,127,33,9,169,78,5,13,96
49,10:00:00,10:15:00,2024-02-19,0,115,13,19,147,113,8,13,134,118,13,8,139,70,7,6,83
49,10:15:00,10:30:00,2024-02-19,0,153,15,26,194,149,6,25,180,126,25,9,160,91,17,7,115
49,10:30:00,10:45:00,2024-02-19,0,158,13,28,199,122,8,22,152,102,30,11,143,116,18,15,149
49,10:45:00,11:00:00,2024-02-19,0,111,8,21,140,105,5,16,126,108,16,13,137,88,7,8,103
49,11:00:00,11:15:00,2024-02-19,0,122,8,11,141,100,2,11,113,113,26,7,146,80,17,11,108
49,11:15:00,11:30:00,2024-02-19,0,103,10,25,138,89,2,16,107,77,21,16,114,66,8,7,81
49,11:30:00,11:45:00,2024-02-19,0,110,8,23,141,77,3,12,92,88,21,9,118,80,8,8,96
49,11:45:00,12:00:00,2024-02-19,0,120,7,19,146,124,5,21,150,106,24,11,141,82,12,4,98
49,13:00:00,13:15:00,2024-02-19,0,110,11,12,133,130,7,22,159,74,16,13,103,108,17,13,138
49,13:15:00,13:30:00,2024-02-19,0,113,13,14,140,124,6,24,154,107,25,13,145,88,13,5,106
49,13:30:00,13:45:00,2024-02-19,0,119,4,19,142,117,3,14,134,65,15,5,85,54,11,3,68
49,13:45:00,14:00:00,2024-02-19,0,112,11,16,139,106,6,19,131,52,13,6,71,89,10,10,109
49,14:00:00,14:15:00,2024-02-19,0,93,5,17,115,80,5,15,100,68,9,5,82,38,6,7,51
49,14:15:00,14:30:00,2024-02-19,0,114,9,12,135,112,5,27,144,60,21,6,87,68,11,6,85
49,14:30:00,14:45:00,2024-02-19,0,122,3,27,152,68,2,10,80,77,12,3,92,78,6,6,90
49,14:45:00,15:00:00,2024-02-19,0,91,7,17,115,73,4,19,96,68,17,10,95,55,8,6,69
49,16:00:00,16:15:00,2024-02-19,0,75,5,16,96,61,2,16,79,86,17,4,107,63,7,4,74
49,16:15:00,16:30:00,2024-02-19,0,98,2,12,112,59,4,18,81,61,19,5,85,77,9,6,92
49,16:30:00,16:45:00,2024-02-19,0,126,5,19,150,72,2,14,88,96,26,5,127,68,8,8,84
49,16:45:00,17:00:00,2024-02-19,0,129,10,18,157,91,7,20,118,64,15,9,88,46,8,8,62
49,17:00:00,17:15:00,2024-02-19,0,93,8,9,110,79,5,14,98,87,30,7,124,53,18,8,79
49,17:15:00,17:30:00,2024-02-19,0,130,9,20,159,115,5,22,142,95,23,6,124,70,10,8,88
49,17:30:00,17:45:00,2024-02-19,0,115,12,24,151,85,3,14,102,73,25,5,103,69,11,4,84
49,17:45:00,18:00:00,2024-02-19,0,139,12,17,168,90,2,15,107,75,29,7,111,71,7,6,84
