sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
47,07:30:00,07:45:00,2024-02-17,5,81,6,20,107,83,3,9,95,67,17,8,92,58,14,5,77
47,07:45:00,08:00:00,2024-02-17,5,116,6,22,144,97,4,16,117,103,17,8,128,92,15,5,112
47,08:00:00,08:15:00,2024-02-17,5,130,8,14,152,105,4,21,130,104,22,4,130,58,8,6,72
47,08:15:00,08:30:00,2024-02-17,5,100,10,10,120,102,3,16,121,96,15,6,117,63,11,4,78
47,08:30:00,08:45:00,2024-02-17,5,85,4,14,103,104,5,21,130,118,25,13,156,82,11,7,100
47,08:45:00,09:00:00,2024-02-17,5,134,8,18,160,117,4,15,136,79,18,7,104,91,12,10,113
47,09:00:00,09:15:00,2024-02-17,5,160,9,25,194,107,5,16,128,106,20,8,134,70,13,8,91
47,09:15:00,09:30:00,2024-02-17,5,117,5,29,151,112,6,17,135,76,20,10,106,50,8,3,61
47,10:00:00,10:15:00,2024-02-17,5,57,4,12,73,72,5,12,89,43,10,4,57,65,9,6,80
47,10:15:00,10:30:00,2024-02-17,5,119,12,13,144,101,3,16,120,64,10,8,82,76,9,5,90
47,10:30:00,10:45:00,2024-02-17,5,86,5,17,108,113,5,19,137,64,17,8,89,61,10,12,83
47,10:45:00,11:00:00,2024-02-17,5,66,6,10,82,52,4,17,73,52,12,3,67,56,5,4,65
47,11:00:00,11:15:00,2024-02-17,5,91,5,15,111,57,1,7,65,58,23,8,89,52,9,5,66
47,11:15:00,11:30:00,2024-02-17,5,62,7,21,90,51,3,13,67,58,13,1,72,35,5,4,44
47,11:30:00,11:45:00,2024-02-17,5,59,8,7,74,45,1,6,52,43,6,9,58,25,3,3,31
47,11:45:00,12:00:00,2024-02-17,5,62,5,9,76,75,2,9,86,44,13,5,62,51,7,10,68
47,13:00:00,13:15:00,2024-02-17,5,83,6,16,105,74,2,7,83,58,17,3,78,66,5,10,81
47,13:15:00,13:30:00,2024-02-17,5,77,6,21,104,68,3,10,81,48,13,5,66,55,8,7,70
47,13:30:00,13:45:00,2024-02-17,5,67,5,13,85,77,3,15,95,45,11,7,63,42,5,3,50
47,13:45:00,14:00:00,2024-02-17,5,46,3,8,57,61,2,7,70,51,8,7,66,57,6,6,69
47,14:00:00,14:15:00,2024-02-17,5,49,2,8,59,44,1,3,48,39,9,5,53,31,1,3,35
47,14:15:00,14:30:00,2024-02-17,5,75,8,10,93,76,4,6,86,73,18,4,95,54,7,6,67
47,14:30:00,14:45:00,2024-02-17,5,52,4,11,67,55,4,6,65,51,10,3,64,36,6,12,54
47,14:45:00,15:00:00,2024-02-17,5,87,3,17,107,62,0,4,66,69,10,8,87,33,2,6,41
47,16:00:00,16:15:00,2024-02-17,5,48,1,8,57,62,4,12,78,67,7,6,80,32,4,5,41
47,16:15:00,16:30:00,2024-02-17,5,109,7,16,132,62,0,10,72,47,20,6,73,46,4,4,54
47,16:30:00,16:45:00,2024-02-17,5,85,7,15,107,83,3,9,95,60,15,7,82,42,2,4,48
47,16:45:00,17:00:00,2024-02-17,5,72,3,8,83,69,5,6,80,41,13,2,56,66,9,3,78
47,17:00:00,17:15:00,2024-02-17,5,55,4,6,65,50,2,9,61,47,11,5,63,32,10,4,46
47,17:15:00,17:30:00,2024-02-17,5,77,4,8,89,87,5,10,102,45,9,6,60,33,7,4,44
47,17:30:00,17:45:00,2024-02-17,5,110,7,12,129,76,3,17,96,72,15,4,91,61,6,5,72
47,17:45:00,18:00:00,2024-02-17,5,103,5,11,119,62,0,11,73,58,19,5,82,39,9,5,53
