sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
21,07:30:00,07:45:00,2024-01-22,0,132,11,30,173,156,3,34,193,89,22,20,131,71,17,8,96
21,07:45:00,08:00:00,2024-01-22,0,182,16,38,236,175,8,26,209,175,41,14,230,91,13,11,115
21,08:00:00,08:15:00,2024-01-22,0,186,16,29,231,135,5,22,162,142,35,14,191,92,11,13,116
21,08:15:00,08:30:00,2024-01-22,0,191,16,39,246,207,11,33,251,135,37,13,185,172,17,13,202
21,08:30:00,08:45:00,2024-01-22,0,186,14,29,229,180,6,27,213,175,44,16,235,86,21,11,118
21,08:45:00,09:00:00,2024-01-22,0,202,22,42,266,186,5,18,209,137,31,15,183,131,20,14,165
21,09:00:00,09:15:00,2024-01-22,0,187,12,35,234,205,9,27,241,115,24,20,159,126,22,18,166
21,09:15:00,09:30:00,2024-01-22,0,146,11,21,178,179,9,16,204,130,34,13,177,97,15,15,127
21,10:00:00,10:15:00,2024-01-22,0,141,5,25,171,98,9,15,122,63,20,9,92,82,10,12,104
21,10:15:00,10:30:00,2024-01-22,0,150,13,21,184,139,7,20,166,76,16,6,98,81,16,8,105
21,10:30:00,10:45:00,2024-01-22,0,176,16,28,220,132,3,21,156,124,21,17,162,96,9,8,113
21,10:45:00,11:00:00,2024-01-22,0,114,9,17,140,137,6,21,164,100,16,14,130,96,15,11,122
21,11:00:00,11:15:00,2024-01-22,0,137,5,20,162,119,4,19,142,77,25,12,114,51,6,4,61
21,11:15:00,11:30:00,2024-01-22,0,114,6,19,139,86,4,21,111,94,22,7,123,67,9,5,81
21,11:30:00,11:45:00,2024-01-22,0,101,11,17,129,89,4,16,109,76,17,9,102,51,12,7,70
21,11:45:00,12:00:00,2024-01-22,0,130,15,24,169,91,7,20,118,78,12,3,93,90,12,3,105
21,13:00:00,13:15:00,2024-01-22,0,82,14,15,111,98,6,19,123,103,17,7,127,87,17,14,118
21,13:15:00,13:30:00,2024-01-22,0,124,6,21,151,127,5,17,149,86,21,8,115,79,11,6,96
21,13:30:00,13:45:00,2024-01-22,0,92,8,18,118,93,2,13,108,75,11,7,93,59,7,6,72
21,13:45:00,14:00:00,2024-01-22,0,83,5,14,102,72,2,13,87,52,18,5,75,55,7,4,66
21,14:00:00,14:15:00,2024-01-22,0,78,4,8,90,44,0,12,56,58,10,5,73,58,4,6,68
21,14:15:00,14:30:00,2024-01-22,0,116,7,13,136,112,3,6,121,97,22,8,127,65,7,8,80
21,14:30:00,14:45:00,2024-01-22,0,128,11,18,157,82,6,16,104,61,14,10,85,48,5,3,56
21,14:45:00,15:00:00,2024-01-22,0,85,5,22,112,69,2,13,84,55,15,7,77,69,10,4,83
21,16:00:00,16:15:00,2024-01-22,0,98,11,18,127,79,6,11,96,85,23,6,114,72,10,3,85
21,16:15:00,16:30:00,2024-01-22,0,128,11,19,158,103,2,22,127,48,18,6,72,51,5,4,60
21,16:30:00,16:45:00,2024-01-22,0,139,10,20,169,108,7,12,127,51,9,7,67,50,6,6,62
21,16:45:00,17:00:00,2024-01-22,0,133,12,19,164,110,5,17,132,77,14,7,98,68,12,10,90
21,17:00:00,17:15:00,2024-01-22,0,80,4,18,102,72,1,17,90,57,20,9,86,45,12,2,59
21,17:15:00,17:30:00,2024-01-22,0,129,9,15,153,76,2,16,94,80,13,6,99,76,8,8,92
21,17:30:00,17:45:00,2024-01-22,0,116,6,18,140,111,4,21,136,92,23,10,125,79,13,9,101
21,17:45:00,18:00:00,2024-01-22,0,101,15,22,138,68,6,18,92,83,19,6,108,69,22,14,105
