sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
28,07:30:00,07:45:00,2024-01-29,0,133,4,19,156,122,3,20,145,113,29,13,155,76,15,9,100
28,07:45:00,08:00:00,2024-01-29,0,247,18,46,311,184,9,23,216,147,33,15,195,123,17,14,154
28,08:00:00,08:15:00,2024-01-29,0,152,8,27,187,179,11,34,224,119,21,11,151,98,14,9,121
28,08:15:00,08:30:00,2024-01-29,0,184,23,29,236,227,8,24,259,136,39,18,193,150,24,16,190
28,08:30:00,08:45:00,2024-01-29,0,219,17,34,270,142,5,24,171,91,20,5,116,96,23,10,129
28,08:45:00,09:00:00,2024-01-29,0,271,20,37,328,179,8,46,233,170,33,19,222,120,19,15,154
28,09:00:00,09:15:00,2024-01-29,0,189,12,35,236,201,9,34,244,142,36,22,200,140,17,17,174
28,09:15:00,09:30:00,2024-01-29,0,178,11,27,216,161,8,29,198,105,20,11,136,102,12,4,118
28,10:00:00,10:15:00,2024-01-29,0,105,1,19,125,98,6,19,123,125,23,13,161,101,15,13,129
28,10:15:00,10:30:00,2024-01-29,0,159,14,21,194,162,9,29,200,68,18,8,94,104,12,17,133
28,10:30:00,10:45:00,2024-01-29,0,104,12,14,130,150,6,27,183,103,22,8,133,77,12,8,97
28,10:45:00,11:00:00,2024-01-29,0,128,6,19,153,119,7,19,145,92,21,8,121,63,10,6,79
28,11:00:00,11:15:00,2024-01-29,0,87,9,13,109,119,9,19,147,88,22,6,116,78,12,8,98
28,11:15:00,11:30:00,2024-01-29,0,141,10,31,182,70,6,20,96,94,19,7,120,56,6,4,66
28,11:30:00,11:45:00,2024-01-29,0,96,8,23,127,73,3,19,95,67,9,5,81,74,15,9,98
28,11:45:00,12:00:00,2024-01-29,0,97,11,14,122,100,4,32,136,93,15,6,114,79,16,8,103
28,13:00:00,13:15:00,2024-01-29,0,90,5,10,105,133,6,24,163,99,16,7,122,87,10,7,104
28,13:15:00,13:30:00,2024-01-29,0,134,14,19,167,95,12,28,135,92,19,8,119,68,6,7,81
28,13:30:00,13:45:00,2024-01-29,0,95,6,14,115,97,6,12,115,60,19,7,86,73,5,9,87
28,13:45:00,14:00:00,2024-01-29,0,101,4,19,124,113,3,17,133,72,25,7,104,52,6,4,62
28,14:00:00,14:15:00,2024-01-29,0,79,2,7,88,85,3,12,100,55,16,5,76,54,5,4,63
28,14:15:00,14:30:00,2024-01-29,0,165,12,23,200,101,7,21,129,112,28,11,151,80,14,11,105
28,14:30:00,14:45:00,2024-01-29,0,98,11,22,131,81,7,10,98,91,18,11,120,75,5,9,89
28,14:45:00,15:00:00,2024-01-29,0,92,5,8,105,96,3,20,119,75,23,2,100,43,11,6,60
28,16:00:00,16:15:00,2024-01-29,0,143,10,29,182,101,2,20,123,88,14,8,110,62,17,8,87
28,16:15:00,16:30:00,2024-01-29,0,96,2,14,112,111,12,19,142,72,18,7,97,62,6,13,81
28,16:30:00,16:45:00,2024-01-29,0,129,5,18,152,117,7,18,142,95,22,16,133,68,12,12,92
28,16:45:00,17:00:00,2024-01-29,0,119,8,14,141,90,5,8,103,88,15,9,112,66,15,8,89
28,17:00:00,17:15:00,2024-01-29,0,100,7,15,122,79,2,17,98,58,15,3,76,72,14,3,89
28,17:15:00,17:30:00,2024-01-29,0,101,8,20,129,91,4,13,108,66,20,6,92,55,9,5,69
28,17:30:00,17:45:00,2024-01-29,0,122,13,17,152,107,8,21,136,83,17,11,111,61,18,6,85
28,17:45:00,18:00:00,2024-01-29,0,130,15,21,166,99,5,13,117,53,13,9,75,69,8,12,89
