sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
8,07:30:00,07:45:00,2024-01-09,1,145,8,18,171,127,9,16,152,128,34,11,173,101,14,10,125
8,07:45:00,08:00:00,2024-01-09,1,298,17,37,352,196,8,35,239,134,30,11,175,152,26,17,195
8,08:00:00,08:15:00,2024-01-09,1,222,17,26,265,196,2,26,224,162,36,14,212,118,12,11,141
8,08:15:00,08:30:00,2024-01-09,1,188,18,27,233,215,16,42,273,215,46,22,283,158,30,19,207
8,08:30:00,08:45:00,2024-01-09,1,212,14,31,257,124,4,24,152,148,36,18,202,115,18,13,146
8,08:45:00,09:00:00,2024-01-09,1,238,18,48,304,186,9,42,237,169,31,17,217,122,31,11,164
8,09:00:00,09:15:00,2024-01-09,1,170,11,36,217,194,6,31,231,124,27,13,164,153,17,18,188
8,09:15:00,09:30:00,2024-01-09,1,157,12,21,190,191,11,22,224,100,20,4,124,101,9,12,122
8,10:00:00,10:15:00,2024-01-09,1,127,9,22,158,103,4,19,126,83,12,8,103,78,11,10,99
8,10:15:00,10:30:00,2024-01-09,1,177,12,23,212,110,8,17,135,141,28,13,182,112,20,14,146
8,10:30:00,10:45:00,2024-01-09,1,160,16,19,195,165,8,16,189,99,21,11,131,119,15,15,149
8,10:45:00,11:00:00,2024-01-09,1,119,6,20,145,90,1,14,105,105,25,12,142,78,15,5,98
8,11:00:00,11:15:00,2024-01-09,1,102,13,23,138,109,1,25,135,84,23,11,118,70,12,10,92
8,11:15:00,11:30:00,2024-01-09,1,137,3,18,158,78,3,11,92,111,25,12,148,81,12,7,100
8,11:30:00,11:45:00,2024-01-09,1,102,8,11,121,103,3,15,121,78,19,6,103,73,6,7,86
8,11:45:00,12:00:00,2024-01-09,1,108,9,22,139,91,6,17,114,101,29,13,143,59,10,7,76
8,13:00:00,13:15:00,2024-01-09,1,139,11,26,176,65,3,17,85,58,14,5,77,73,11,15,99
8,13:15:00,13:30:00,2024-01-09,1,166,16,30,212,120,11,25,156,118,26,15,159,68,17,10,95
8,13:30:00,13:45:00,2024-01-09,1,172,12,35,219,135,4,25,164,68,19,6,93,62,9,4,75
8,13:45:00,14:00:00,2024-01-09,1,103,5,14,122,87,6,10,103,66,14,12,92,69,12,5,86
8,14:00:00,14:15:00,2024-01-09,1,79,9,17,105,102,1,18,121,59,22,6,87,49,7,6,62
8,14:15:00,14:30:00,2024-01-09,1,150,10,32,192,151,8,21,180,100,18,8,126,70,10,12,92
8,14:30:00,14:45:00,2024-01-09,1,103,8,25,136,121,10,19,150,89,25,8,122,73,7,10,90
8,14:45:00,15:00:00,2024-01-09,1,133,7,21,161,108,1,20,129,98,25,6,129,40,5,9,54
8,16:00:00,16:15:00,2024-01-09,1,154,9,25,188,72,7,12,91,37,3,6,46,83,10,6,99
8,16:15:00,16:30:00,2024-01-09,1,72,6,12,90,95,6,9,110,60,19,5,84,87,10,6,103
8,16:30:00,16:45:00,2024-01-09,1,102,7,12,121,123,6,22,151,109,29,4,142,60,8,6,74
8,16:45:00,17:00:00,2024-01-09,1,133,10,23,166,140,6,33,179,91,29,16,136,84,10,14,108
8,17:00:00,17:15:00,2024-01-09,1,114,10,17,141,140,3,17,160,53,14,5,72,46,6,3,55
8,17:15:00,17:30:00,2024-01-09,1,107,8,9,124,105,8,13,126,89,25,12,126,74,14,9,97
8,17:30:00,17:45:00,2024-01-09,1,86,8,15,109,128,3,14,145,99,24,7,130,50,11,1,62
8,17:45:00,18:00:00,2024-01-09,1,108,8,10,126,118,5,11,134,61,22,4,87,58,9,4,71
