sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
51,07:30:00,07:45:00,2024-02-21,2,127,5,28,160,101,2,15,118,95,23,10,128,73,13,11,97
51,07:45:00,08:00:00,2024-02-21,2,200,16,36,252,155,9,25,189,126,31,9,166,116,25,11,152
51,08:00:00,08:15:00,2024-02-21,2,184,12,45,241,177,8,37,222,150,31,11,192,115,19,5,139
51,08:15:00,08:30:00,2024-02-21,2,242,23,34,299,139,6,27,172,139,33,20,192,124,17,16,157
51,08:30:00,08:45:00,2024-02-21,2,194,18,32,244,134,5,22,161,116,31,10,157,80,12,9,101
51,08:45:00,09:00:00,2024-02-21,2,211,13,43,267,202,11,35,248,130,37,13,180,115,18,21,154
51,09:00:00,09:15:00,2024-02-21,2,245,20,36,301,212,15,41,268,100,27,11,138,109,25,11,145
51,09:15:00,09:30:00,2024-02-21,2,163,13,34,210,137,8,26,171,106,21,12,139,121,19,14,154
51,10:00:00,10:15:00,2024-02-21,2,137,8,19,164,82,7,13,102,110,22,11,143,68,18,8,94
51,10:15:00,10:30:00,2024-02-21,2,132,11,26,169,123,6,18,147,84,25,10,119,95,12,9,116
51,10:30:00,10:45:00,2024-02-21,2,170,12,25,207,115,8,18,141,96,15,10,121,49,8,2,59
51,10:45:00,11:00:00,2024-02-21,2,183,15,19,217,118,6,14,138,81,16,3,100,46,7,6,59
51,11:00:00,11:15:00,2024-02-21,2,96,9,16,121,125,12,28,165,96,30,11,137,74,7,6,87
51,11:15:00,11:30:00,2024-02-21,2,120,11,18,149,110,3,16,129,82,18,12,112,94,12,9,115
51,11:30:00,11:45:00,2024-02-21,2,121,8,20,149,76,4,20,100,66,21,5,92,65,12,7,84
51,11:45:00,12:00:00,2024-02-21,2,114,12,9,135,143,8,25,176,93,20,10,123,67,6,10,83
51,13:00:00,13:15:00,2024-02-21,2,99,10,23,132,88,7,16,111,91,24,9,124,77,18,5,100
51,13:15:00,13:30:00,2024-02-21,2,145,12,35,192,142,11,31,184,77,24,12,113,76,9,10,95
51,13:30:00,13:45:00,2024-02-21,2,112,12,25,149,125,6,21,152,105,16,9,130,53,11,3,67
51,13:45:00,14:00:00,2024-02-21,2,98,5,11,114,129,8,20,157,74,13,10,97,71,14,7,92
51,14:00:00,14:15:00,2024-02-21,2,72,5,14,91,77,4,15,96,53,15,7,75,37,4,4,45
51,14:15:00,14:30:00,2024-02-21,2,118,12,18,148,109,4,19,132,108,17,4,129,71,9,8,88
51,14:30:00,14:45:00,2024-02-21,2,70,7,11,88,98,5,10,113,62,11,4,77,38,6,7,51
51,14:45:00,15:00:00,2024-02-21,2,92,4,17,113,114,5,27,146,87,20,9,116,62,11,7,80
51,16:00:00,16:15:00,2024-02-21,2,110,6,18,134,88,5,21,114,65,21,4,90,61,5,5,71
51,16:15:00,16:30:00,2024-02-21,2,84,7,14,105,115,12,21,148,68,24,10,102,54,4,7,65
51,16:30:00,16:45:00,2024-02-21,2,94,9,13,116,96,10,21,127,71,20,6,97,69,13,10,92
51,16:45:00,17:00:00,2024-02-21,2,110,10,21,141,141,8,30,179,75,18,7,100,42,10,5,57
51,17:00:00,17:15:00,2024-02-21,2,97,2,15,114,89,7,17,113,61,12,3,76,39,9,8,56
51,17:15:00,17:30:00,2024-02-21,2,110,5,19,134,87,8,11,106,70,9,6,85,84,14,5,103
51,17:30:00,17:45:00,2024-02-21,2,115,8,16,139,137,8,20,165,75,24,5,104,63,10,8,81
51,17:45:00,18:00:00,2024-02-21,2,154,11,28,193,115,5,10,130,108,18,11,137,45,6,6,57
