sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
14,07:30:00,07:45:00,2024-01-15,0,148,7,24,179,168,12,28,208,64,21,2,87,86,11,11,108
14,07:45:00,08:00:00,2024-01-15,0,177,10,39,226,103,5,14,122,169,35,4,208,107,20,13,140
14,08:00:00,08:15:00,2024-01-15,0,201,14,26,241,147,6,23,176,152,49,20,221,123,16,14,153
14,08:15:00,08:30:00,2024-01-15,0,224,15,37,276,217,11,36,264,179,29,12,220,130,30,19,179
14,08:30:00,08:45:00,2024-01-15,0,216,10,39,265,152,9,31,192,104,20,12,136,137,23,18,178
14,08:45:00,09:00:00,2024-01-15,0,244,17,37,298,142,6,20,168,108,20,11,139,122,19,12,153
14,09:00:00,09:15:00,2024-01-15,0,274,21,46,341,190,9,29,228,131,31,17,179,114,16,12,142
14,09:15:00,09:30:00,2024-01-15,0,119,7,18,144,109,6,16,131,100,26,6,132,112,12,13,137
14,10:00:00,10:15:00,2024-01-15,0,115,8,19,142,100,11,23,134,85,27,17,129,69,9,6,84
14,10:15:00,10:30:00,2024-01-15,0,116,0,12,128,160,7,23,190,115,30,12,157,93,11,10,114
14,10:30:00,10:45:00,2024-01-15,0,103,8,24,135,117,1,25,143,126,29,11,166,79,14,9,102
14,10:45:00,11:00:00,2024-01-15,0,113,7,23,143,114,4,21,139,87,12,10,109,105,13,6,124
14,11:00:00,11:15:00,2024-01-15,0,103,4,17,124,117,4,18,139,101,18,5,124,76,8,11,95
14,11:15:00,11:30:00,2024-01-15,0,94,11,19,124,83,4,15,102,78,18,5,101,90,5,8,103
14,11:30:00,11:45:00,2024-01-15,0,152,7,26,185,81,2,11,94,57,17,7,81,48,15,6,69
14,11:45:00,12:00:00,2024-01-15,0,146,4,18,168,118,6,17,141,95,19,5,119,86,12,13,111
14,13:00:00,13:15:00,2024-01-15,0,159,11,27,197,118,6,19,143,98,11,10,119,74,10,6,90
14,13:15:00,13:30:00,2024-01-15,0,131,11,25,167,94,6,13,113,98,28,8,134,77,16,12,105
14,13:30:00,13:45:00,2024-01-15,0,135,11,21,167,104,6,20,130,93,20,10,123,85,8,6,99
14,13:45:00,14:00:00,2024-01-15,0,92,6,14,112,92,8,6,106,79,21,4,104,66,9,6,81
14,14:00:00,14:15:00,2024-01-15,0,72,4,12,88,72,2,17,91,64,16,5,85,73,9,7,89
14,14:15:00,14:30:00,2024-01-15,0,120,10,19,149,158,6,30,194,86,17,9,112,58,10,4,72
14,14:30:00,14:45:00,2024-01-15,0,92,8,23,123,102,1,18,121,64,11,6,81,40,4,6,50
14,14:45:00,15:00:00,2024-01-15,0,67,10,17,94,80,5,15,100,88,24,9,121,35,11,3,49
14,16:00:00,16:15:00,2024-01-15,0,85,5,15,105,83,3,19,105,87,20,8,115,80,11,6,97
14,16:15:00,16:30:00,2024-01-15,0,115,9,12,136,107,2,19,128,83,16,3,102,60,7,10,77
14,16:30:00,16:45:00,2024-01-15,0,76,3,14,93,90,3,13,106,65,11,5,81,66,11,6,83
14,16:45:00,17:00:00,2024-01-15,0,111,9,24,144,104,6,19,129,76,15,11,102,68,7,7,82
14,17:00:00,17:15:00,2024-01-15,0,97,9,14,120,82,4,21,107,52,14,4,70,62,14,10,86
14,17:15:00,17:30:00,2024-01-15,0,76,3,12,91,87,4,16,107,90,22,14,126,103,17,13,133
14,17:30:00,17:45:00,2024-01-15,0,118,8,24,150,87,7,10,104,91,22,5,118,60,10,6,76
14,17:45:00,18:00:00,2024-01-15,0,123,16,21,160,94,6,19,119,62,22,9,93,50,13,7,70
