sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
1,07:30:00,07:45:00,2024-01-02,1,141,12,27,180,123,4,15,142,136,34,13,183,64,19,10,93
1,07:45:00,08:00:00,2024-01-02,1,184,13,34,231,205,10,43,258,106,31,13,150,132,22,22,176
1,08:00:00,08:15:00,2024-01-02,1,133,8,21,162,215,14,35,264,118,25,12,155,127,19,15,161
1,08:15:00,08:30:00,2024-01-02,1,252,12,40,304,220,11,24,255,161,25,15,201,128,25,21,174
1,08:30:00,08:45:00,2024-01-02,1,172,6,32,210,153,5,23,181,136,27,16,179,98,18,14,130
1,08:45:00,09:00:00,2024-01-02,1,213,15,27,255,156,8,25,189,211,40,17,268,129,18,14,161
1,09:00:00,09:15:00,2024-01-02,1,164,14,28,206,229,7,38,274,194,46,11,251,151,16,18,185
1,09:15:00,09:30:00,2024-01-02,1,156,9,24,189,158,2,30,190,72,19,14,105,102,16,16,134
1,10:00:00,10:15:00,2024-01-02,1,123,13,22,158,107,4,14,125,106,33,7,146,109,14,10,133
1,10:15:00,10:30:00,2024-01-02,1,167,11,23,201,122,3,20,145,118,30,11,159,90,10,9,109
1,10:30:00,10:45:00,2024-01-02,1,96,3,18,117,153,5,32,190,123,22,12,157,110,9,16,135
1,10:45:00,11:00:00,2024-01-02,1,136,10,24,170,125,9,28,162,62,9,9,80,102,17,9,128
1,11:00:00,11:15:00,2024-01-02,1,150,6,31,187,81,6,17,104,94,20,12,126,71,14,8,93
1,11:15:00,11:30:00,2024-01-02,1,119,9,16,144,101,6,23,130,73,23,10,106,58,15,6,79
1,11:30:00,11:45:00,2024-01-02,1,115,16,22,153,100,3,16,119,83,21,10,114,57,7,11,75
1,11:45:00,12:00:00,2024-01-02,1,143,17,26,186,105,0,13,118,94,33,6,133,79,11,9,99
1,13:00:00,13:15:00,2024-01-02,1,115,10,15,140,120,8,16,144,95,18,13,126,49,6,9,64
1,13:15:00,13:30:00,2024-01-02,1,83,4,10,97,105,6,18,129,77,25,7,109,83,14,9,106
1,13:30:00,13:45:00,2024-01-02,1,125,10,15,150,101,1,12,114,92,19,9,120,76,8,8,92
1,13:45:00,14:00:00,2024-01-02,1,112,3,19,134,61,6,15,82,65,19,1,85,42,5,4,51
1,14:00:00,14:15:00,2024-01-02,1,113,5,8,126,104,3,13,120,69,18,5,92,72,11,6,89
1,14:15:00,14:30:00,2024-01-02,1,126,5,22,153,100,6,19,125,90,19,10,119,58,19,5,82
1,14:30:00,14:45:00,2024-01-02,1,117,8,15,140,88,3,16,107,67,10,8,85,67,12,7,86
1,14:45:00,15:00:00,2024-01-02,1,115,11,12,138,118,6,20,144,74,22,11,107,54,4,9,67
1,16:00:00,16:15:00,2024-01-02,1,112,5,18,135,82,11,14,107,79,15,2,96,55,14,4,73
1,16:15:00,16:30:00,2024-01-02,1,87,8,14,109,74,8,17,99,66,17,11,94,76,14,8,98
1,16:30:00,16:45:00,2024-01-02,1,150,12,22,184,131,7,19,157,74,23,7,104,62,11,7,80
1,16:45:00,17:00:00,2024-01-02,1,117,8,15,140,114,4,21,139,87,18,7,112,68,10,14,92
1,17:00:00,17:15:00,2024-01-02,1,104,6,16,126,83,3,12,98,67,16,6,89,67,4,6,77
1,17:15:00,17:30:00,2024-01-02,1,115,10,25,150,134,8,25,167,100,22,10,132,54,7,3,64
1,17:30:00,17:45:00,2024-01-02,1,128,11,17,156,132,11,18,161,87,17,9,113,92,12,14,118
1,17:45:00,18:00:00,2024-01-02,1,116,9,14,139,76,2,25,103,83,15,6,104,57,3,7,67
