sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
22,07:30:00,07:45:00,2024-01-23,1,149,15,34,198,152,6,26,184,98,25,12,135,103,22,15,140
22,07:45:00,08:00:00,2024-01-23,1,161,9,27,197,216,8,27,251,184,43,16,243,153,27,19,199
22,08:00:00,08:15:00,2024-01-23,1,204,17,33,254,258,10,41,309,191,33,14,238,104,14,12,130
22,08:15:00,08:30:00,2024-01-23,1,249,14,41,304,193,14,46,253,109,21,12,142,142,24,22,188
22,08:30:00,08:45:00,2024-01-23,1,183,21,21,225,195,9,27,231,112,22,13,147,154,23,11,188
22,08:45:00,09:00:00,2024-01-23,1,191,11,31,233,152,11,27,190,152,34,11,197,90,12,10,112
22,09:00:00,09:15:00,2024-01-23,1,200,12,39,251,219,17,32,268,157,33,9,199,130,14,16,160
22,09:15:00,09:30:00,2024-01-23,1,151,18,31,200,107,9,16,132,124,32,13,169,99,21,15,135
22,10:00:00,10:15:00,2024-01-23,1,116,14,22,152,142,7,30,179,107,22,7,136,70,11,13,94
22,10:15:00,10:30:00,2024-01-23,1,156,15,29,200,165,6,25,196,106,25,17,148,94,10,16,120
22,10:30:00,10:45:00,2024-01-23,1,111,14,22,147,146,9,20,175,113,24,13,150,67,10,9,86
22,10:45:00,11:00:00,2024-01-23,1,111,9,23,143,103,4,19,126,63,22,8,93,88,14,9,111
22,11:00:00,11:15:00,2024-01-23,1,141,9,26,176,121,10,23,154,101,19,9,129,82,11,5,98
22,11:15:00,11:30:00,2024-01-23,1,83,3,16,102,88,7,13,108,96,17,10,123,67,9,8,84
22,11:30:00,11:45:00,2024-01-23,1,105,10,13,128,69,3,15,87,64,17,6,87,79,10,10,99
22,11:45:00,12:00:00,2024-01-23,1,150,9,19,178,100,1,16,117,77,21,9,107,86,20,6,112
22,13:00:00,13:15:00,2024-01-23,1,174,18,20,212,111,4,19,134,64,20,3,87,84,12,10,106
22,13:15:00,13:30:00,2024-01-23,1,106,11,21,138,98,5,18,121,104,13,10,127,80,22,18,120
22,13:30:00,13:45:00,2024-01-23,1,171,11,19,201,113,8,18,139,95,28,8,131,78,18,15,111
22,13:45:00,14:00:00,2024-01-23,1,85,4,22,111,93,5,16,114,66,17,12,95,66,12,5,83
22,14:00:00,14:15:00,2024-01-23,1,68,5,10,83,80,5,15,100,73,25,13,111,44,9,6,59
22,14:15:00,14:30:00,2024-01-23,1,118,8,19,145,130,6,24,160,85,22,12,119,93,13,13,119
22,14:30:00,14:45:00,2024-01-23,1,122,9,18,149,109,4,10,123,50,13,3,66,70,3,7,80
22,14:45:00,15:00:00,2024-01-23,1,92,10,25,127,111,7,21,139,94,19,9,122,65,11,10,86
22,16:00:00,16:15:00,2024-01-23,1,81,7,9,97,83,8,17,108,89,22,6,117,87,14,2,103
22,16:15:00,16:30:00,2024-01-23,1,116,6,20,142,80,3,6,89,61,14,4,79,67,9,8,84
22,16:30:00,16:45:00,2024-01-23,1,106,16,13,135,76,5,12,93,46,9,4,59,68,14,9,91
22,16:45:00,17:00:00,2024-01-23,1,118,10,13,141,110,6,32,148,87,20,14,121,57,13,5,75
22,17:00:00,17:15:00,2024-01-23,1,89,4,13,106,78,2,13,93,70,18,6,94,63,15,10,88
22,17:15:00,17:30:00,2024-01-23,1,90,7,12,109,100,4,15,119,93,20,8,121,66,3,4,73
22,17:30:00,17:45:00,2024-01-23,1,119,11,20,150,113,11,22,146,89,20,13,122,67,8,8,83
22,17:45:00,18:00:00,2024-01-23,1,122,10,26,158,101,5,24,130,87,22,9,118,53,10,6,69
