sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
31,07:30:00,07:45:00,2024-02-01,3,149,9,33,191,105,1,22,128,78,22,6,106,81,15,11,107
31,07:45:00,08:00:00,2024-02-01,3,228,18,33,279,152,8,41,201,135,30,11,176,145,30,17,192
31,08:00:00,08:15:00,2024-02-01,3,165,9,23,197,182,11,28,221,137,34,17,188,96,19,8,123
31,08:15:00,08:30:00,2024-02-01,3,178,10,25,213,216,14,42,272,174,35,16,225,114,17,6,137
31,08:30:00,08:45:00,2024-02-01,3,206,20,41,267,141,5,27,173,131,30,7,168,95,24,14,133
31,08:45:00,09:00:00,2024-02-01,3,173,16,30,219,176,8,29,213,146,32,19,197,111,12,13,136
31,09:00:00,09:15:00,2024-02-01,3,218,15,34,267,143,11,29,183,88,15,10,113,107,14,9,130
31,09:15:00,09:30:00,2024-02-01,3,165,11,33,209,153,5,28,186,101,30,11,142,73,7,6,86
31,10:00:00,10:15:00,2024-02-01,3,111,8,20,139,130,5,25,160,68,22,11,101,73,15,12,100
31,10:15:00,10:30:00,2024-02-01,3,177,9,32,218,90,7,10,107,92,19,8,119,54,6,5,65
31,10:30:00,10:45:00,2024-02-01,3,162,12,26,200,151,5,22,178,92,15,9,116,84,11,6,101
31,10:45:00,11:00:00,2024-02-01,3,128,10,14,152,94,4,10,108,91,26,8,125,67,14,8,89
31,11:00:00,11:15:00,2024-02-01,3,129,4,28,161,84,5,19,108,80,13,7,100,39,5,8,52
31,11:15:00,11:30:00,2024-02-01,3,103,8,15,126,84,5,12,101,45,10,6,61,93,10,8,111
31,11:30:00,11:45:00,2024-02-01,3,111,6,19,136,82,2,13,97,66,10,7,83,56,5,8,69
31,11:45:00,12:00:00,2024-02-01,3,126,12,15,153,117,5,26,148,105,11,16,132,66,10,5,81
31,13:00:00,13:15:00,2024-02-01,3,93,7,14,114,84,1,13,98,92,23,7,122,50,5,4,59
31,13:15:00,13:30:00,2024-02-01,3,120,9,19,148,88,5,11,104,63,19,5,87,73,7,15,95
31,13:30:00,13:45:00,2024-02-01,3,168,12,23,203,94,5,9,108,69,16,8,93,78,12,16,106
31,13:45:00,14:00:00,2024-02-01,3,83,3,13,99,62,2,17,81,68,15,7,90,48,8,3,59
31,14:00:00,14:15:00,2024-02-01,3,76,4,10,90,85,8,16,109,34,8,3,45,33,6,5,44
31,14:15:00,14:30:00,2024-02-01,3,136,9,25,170,98,6,15,119,79,16,8,103,51,8,4,63
31,14:30:00,14:45:00,2024-02-01,3,108,4,12,124,69,8,9,86,92,25,11,128,51,5,5,61
31,14:45:00,15:00:00,2024-02-01,3,79,2,12,93,93,3,14,110,79,28,17,124,39,6,4,49
31,16:00:00,16:15:00,2024-02-01,3,89,5,10,104,100,7,26,133,71,22,5,98,73,10,8,91
31,16:15:00,16:30:00,2024-02-01,3,85,5,15,105,81,6,12,99,72,18,6,96,69,10,10,89
31,16:30:00,16:45:00,2024-02-01,3,116,9,18,143,114,1,18,133,109,26,7,142,71,10,2,83
31,16:45:00,17:00:00,2024-02-01,3,114,8,16,138,89,7,13,109,61,16,4,81,48,5,2,55
31,17:00:00,17:15:00,2024-02-01,3,72,9,8,89,66,3,11,80,52,11,10,73,53,7,9,69
31,17:15:00,17:30:00,2024-02-01,3,94,4,16,114,109,8,18,135,64,14,7,85,59,13,9,81
31,17:30:00,17:45:00,2024-02-01,3,147,7,19,173,81,3,14,98,86,11,8,105,69,11,13,93
31,17:45:00,18:00:00,2024-02-01,3,97,10,16,123,118,7,23,148,87,19,4,110,44,5,8,57
