sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
42,07:30:00,07:45:00,2024-02-12,0,163,7,38,208,119,5,20,144,91,33,17,141,84,12,17,113
42,07:45:00,08:00:00,2024-02-12,0,199,17,33,249,141,8,22,171,209,30,22,261,96,17,10,123
42,08:00:00,08:15:00,2024-02-12,0,195,18,37,250,149,5,34,188,126,31,15,172,131,20,6,157
42,08:15:00,08:30:00,2024-02-12,0,193,13,33,239,151,6,20,177,198,43,20,261,111,16,13,140
42,08:30:00,08:45:00,2024-02-12,0,218,15,45,278,162,7,40,209,122,38,14,174,106,10,15,131
42,08:45:00,09:00:00,2024-02-12,0,216,19,31,266,199,5,26,230,170,32,15,217,137,20,8,165
42,09:00:00,09:15:00,2024-02-12,0,297,23,41,361,209,6,37,252,94,28,12,134,99,7,15,121
42,09:15:00,09:30:00,2024-02-12,0,212,10,39,261,121,4,21,146,84,25,5,114,86,13,11,110
42,10:00:00,10:15:00,2024-02-12,0,154,9,27,190,128,3,19,150,81,10,7,98,84,15,14,113
42,10:15:00,10:30:00,2024-02-12,0,170,13,34,217,134,8,23,165,105,30,6,141,72,14,11,97
42,10:30:00,10:45:00,2024-02-12,0,150,12,17,179,128,7,20,155,137,31,7,175,93,15,6,114
42,10:45:00,11:00:00,2024-02-12,0,121,8,29,158,109,5,19,133,65,20,4,89,84,7,10,101
42,11:00:00,11:15:00,2024-02-12,0,154,9,25,188,74,7,16,97,84,16,9,109,48,3,2,53
42,11:15:00,11:30:00,2024-02-12,0,114,7,17,138,88,3,17,108,104,17,8,129,60,9,4,73
42,11:30:00,11:45:00,2024-02-12,0,71,6,13,90,122,6,16,144,75,18,4,97,63,8,9,80
42,11:45:00,12:00:00,2024-02-12,0,125,12,25,162,102,3,15,120,66,11,7,84,52,11,8,71
42,13:00:00,13:15:00,2024-02-12,0,136,7,26,169,85,1,16,102,108,18,9,135,64,9,10,83
42,13:15:00,13:30:00,2024-02-12,0,129,13,16,158,87,5,15,107,77,23,9,109,53,7,6,66
42,13:30:00,13:45:00,2024-02-12,0,110,9,16,135,86,3,10,99,88,28,15,131,84,14,12,110
42,13:45:00,14:00:00,2024-02-12,0,101,8,19,128,109,5,16,130,72,18,5,95,52,16,5,73
42,14:00:00,14:15:00,2024-02-12,0,94,4,17,115,73,5,13,91,57,14,5,76,41,8,5,54
42,14:15:00,14:30:00,2024-02-12,0,100,6,22,128,94,3,21,118,91,21,11,123,106,21,12,139
42,14:30:00,14:45:00,2024-02-12,0,88,4,23,115,98,9,23,130,56,18,7,81,53,4,8,65
42,14:45:00,15:00:00,2024-02-12,0,113,4,19,136,86,4,10,100,72,25,5,102,58,3,8,69
42,16:00:00,16:15:00,2024-02-12,0,121,7,20,148,76,8,7,91,55,8,3,66,67,11,7,85
42,16:15:00,16:30:00,2024-02-12,0,98,11,16,125,107,3,18,128,57,10,7,74,59,6,6,71
42,16:30:00,16:45:00,2024-02-12,0,107,12,18,137,76,2,13,91,58,15,10,83,94,7,10,111
42,16:45:00,17:00:00,2024-02-12,0,84,6,20,110,83,2,17,102,101,23,9,133,74,13,10,97
42,17:00:00,17:15:00,2024-02-12,0,89,6,9,104,74,3,15,92,76,10,5,91,58,17,8,83
42,17:15:00,17:30:00,2024-02-12,0,116,14,15,145,86,4,12,102,83,12,14,109,70,10,9,89
42,17:30:00,17:45:00,2024-02-12,0,149,10,27,186,111,11,14,136,91,19,8,118,78,15,8,101
42,17:45:00,18:00:00,2024-02-12,0,118,13,25,156,110,4,16,130,88,14,13,115,67,6,15,88
