sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
24,07:30:00,07:45:00,2024-01-25,3,159,11,26,196,129,8,25,162,107,24,8,139,76,14,9,99
24,07:45:00,08:00:00,2024-01-25,3,219,19,35,273,139,4,23,166,144,37,18,199,99,20,11,130
24,08:00:00,08:15:00,2024-01-25,3,184,18,29,231,113,11,23,147,127,39,14,180,131,32,18,181
24,08:15:00,08:30:00,2024-01-25,3,215,11,32,258,224,4,32,260,183,29,18,230,177,22,13,212
24,08:30:00,08:45:00,2024-01-25,3,190,16,28,234,187,9,36,232,99,21,5,125,113,23,13,149
24,08:45:00,09:00:00,2024-01-25,3,209,14,34,257,188,19,41,248,133,42,14,189,87,16,14,117
24,09:00:00,09:15:00,2024-01-25,3,215,9,40,264,194,2,40,236,99,30,8,137,123,21,17,161
24,09:15:00,09:30:00,2024-01-25,3,173,16,28,217,182,6,31,219,111,22,8,141,82,8,11,101
24,10:00:00,10:15:00,2024-01-25,3,142,7,17,166,99,6,18,123,83,21,9,113,54,11,6,71
24,10:15:00,10:30:00,2024-01-25,3,105,11,17,133,81,8,8,97,115,18,15,148,79,5,9,93
24,10:30:00,10:45:00,2024-01-25,3,137,13,25,175,82,2,14,98,118,18,14,150,97,14,8,119
24,10:45:00,11:00:00,2024-01-25,3,158,12,28,198,106,5,16,127,77,18,12,107,60,8,8,76
24,11:00:00,11:15:00,2024-01-25,3,115,3,19,137,71,3,9,83,87,16,11,114,58,10,10,78
24,11:15:00,11:30:00,2024-01-25,3,91,10,19,120,103,7,12,122,83,16,12,111,76,13,8,97
24,11:30:00,11:45:00,2024-01-25,3,91,3,13,107,84,7,9,100,76,13,4,93,51,11,9,71
24,11:45:00,12:00:00,2024-01-25,3,102,8,23,133,100,5,13,118,67,22,4,93,50,13,3,66
24,13:00:00,13:15:00,2024-01-25,3,114,6,23,143,97,2,24,123,84,23,14,121,63,6,7,76
24,13:15:00,13:30:00,2024-01-25,3,90,8,22,120,121,7,25,153,102,22,5,129,62,12,4,78
24,13:30:00,13:45:00,2024-01-25,3,81,10,17,108,97,7,10,114,95,27,3,125,66,12,6,84
24,13:45:00,14:00:00,2024-01-25,3,130,7,24,161,87,3,19,109,54,12,5,71,74,8,11,93
24,14:00:00,14:15:00,2024-01-25,3,39,1,3,43,101,2,14,117,79,17,5,101,56,7,3,66
24,14:15:00,14:30:00,2024-01-25,3,137,15,18,170,124,4,24,152,87,24,11,122,65,13,10,88
24,14:30:00,14:45:00,2024-01-25,3,107,2,16,125,72,1,10,83,54,16,4,74,64,15,7,86
24,14:45:00,15:00:00,2024-01-25,3,94,9,16,119,85,3,12,100,57,11,6,74,53,7,5,65
24,16:00:00,16:15:00,2024-01-25,3,85,3,7,95,54,5,9,68,72,18,6,96,72,11,7,90
24,16:15:00,16:30:00,2024-01-25,3,92,7,22,121,92,3,19,114,53,7,3,63,49,8,3,60
24,16:30:00,16:45:00,2024-01-25,3,105,3,21,129,107,4,22,133,68,25,10,103,66,11,10,87
24,16:45:00,17:00:00,2024-01-25,3,129,8,22,159,77,1,15,93,65,16,5,86,80,13,2,95
24,17:00:00,17:15:00,2024-01-25,3,81,8,15,104,91,4,13,108,67,13,8,88,58,13,9,80
24,17:15:00,17:30:00,2024-01-25,3,117,8,13,138,74,5,9,88,97,20,5,122,68,12,10,90
24,17:30:00,17:45:00,2024-01-25,3,131,14,19,164,106,13,22,141,121,31,16,168,76,17,6,99
24,17:45:00,18:00:00,2024-01-25,3,114,13,19,146,78,5,22,105,75,27,11,113,85,10,11,106
