sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
11,07:30:00,07:45:00,2024-01-12,4,147,12,27,186,128,4,20,152,106,26,14,146,86,16,10,112
11,07:45:00,08:00:00,2024-01-12,4,274,22,40,336,262,8,44,314,183,32,11,226,146,17,18,181
11,08:00:00,08:15:00,2024-01-12,4,179,14,31,224,178,8,30,216,126,39,21,186,189,23,18,230
11,08:15:00,08:30:00,2024-01-12,4,144,13,22,179,230,8,30,268,168,42,19,229,121,12,8,141
11,08:30:00,08:45:00,2024-01-12,4,213,27,26,266,141,16,22,179,144,28,22,194,103,12,14,129
11,08:45:00,09:00:00,2024-01-12,4,268,20,45,333,215,10,40,265,168,37,15,220,152,20,13,185
11,09:00:00,09:15:00,2024-01-12,4,153,9,27,189,211,17,31,259,133,21,11,165,105,17,8,130
11,09:15:00,09:30:00,2024-01-12,4,160,8,20,188,148,4,24,176,106,28,13,147,96,9,13,118
11,10:00:00,10:15:00,2024-01-12,4,128,8,26,162,113,4,15,132,103,22,10,135,50,11,9,70
11,10:15:00,10:30:00,2024-01-12,4,175,14,28,217,172,5,23,200,90,26,18,134,85,15,10,110
11,10:30:00,10:45:00,2024-01-12,4,160,11,25,196,175,4,32,211,103,28,18,149,98,16,18,132
11,10:45:00,11:00:00,2024-01-12,4,136,18,21,175,136,10,24,170,119,27,8,154,66,10,9,85
11,11:00:00,11:15:00,2024-01-12,4,144,5,21,170,121,5,19,145,101,24,10,135,71,10,8,89
11,11:15:00,11:30:00,2024-01-12,4,148,9,23,180,128,4,21,153,101,27,3,131,46,8,6,60
11,11:30:00,11:45:00,2024-01-12,4,113,11,18,142,86,0,9,95,71,16,7,94,77,20,10,107
11,11:45:00,12:00:00,2024-01-12,4,116,2,16,134,124,5,21,150,121,31,9,161,73,10,8,91
11,13:00:00,13:15:00,2024-01-12,4,135,11,20,166,120,6,16,142,77,20,14,111,56,6,7,69
11,13:15:00,13:30:00,2024-01-12,4,114,6,18,138,125,6,27,158,90,29,11,130,88,10,4,102
11,13:30:00,13:45:00,2024-01-12,4,111,10,23,144,108,3,22,133,91,15,19,125,100,13,14,127
11,13:45:00,14:00:00,2024-01-12,4,132,12,23,167,82,5,19,106,89,21,3,113,37,8,9,54
11,14:00:00,14:15:00,2024-01-12,4,86,6,16,108,106,4,15,125,82,19,15,116,50,6,6,62
11,14:15:00,14:30:00,2024-01-12,4,151,10,24,185,126,6,22,154,118,19,5,142,76,9,10,95
11,14:30:00,14:45:00,2024-01-12,4,100,8,17,125,94,2,13,109,98,24,7,129,51,6,3,60
11,14:45:00,15:00:00,2024-01-12,4,142,11,22,175,87,2,19,108,69,15,7,91,59,10,5,74
11,16:00:00,16:15:00,2024-01-12,4,95,8,14,117,111,8,29,148,65,17,10,92,99,17,1,117
11,16:15:00,16:30:00,2024-01-12,4,114,10,25,149,118,3,25,146,68,12,7,87,84,18,8,110
11,16:30:00,16:45:00,2024-01-12,4,136,13,22,171,115,7,25,147,59,18,5,82,66,6,6,78
11,16:45:00,17:00:00,2024-01-12,4,128,14,17,159,113,6,27,146,140,25,12,177,77,8,11,96
11,17:00:00,17:15:00,2024-01-12,4,86,4,13,103,88,6,10,104,72,23,9,104,59,14,6,79
11,17:15:00,17:30:00,2024-01-12,4,103,9,19,131,122,7,24,153,91,15,12,118,75,12,4,91
11,17:30:00,17:45:00,2024-01-12,4,163,20,24,207,113,4,15,132,77,16,8,101,98,12,11,121
11,17:45:00,18:00:00,2024-01-12,4,121,10,18,149,107,6,25,138,91,20,5,116,67,9,3,79
