sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
33,07:30:00,07:45:00,2024-02-03,5,100,7,8,115,87,1,21,109,62,14,7,83,77,18,5,100
33,07:45:00,08:00:00,2024-02-03,5,142,11,17,170,103,0,22,125,90,19,12,121,97,24,14,135
33,08:00:00,08:15:00,2024-02-03,5,155,11,24,190,120,5,21,146,90,21,10,121,89,9,7,105
33,08:15:00,08:30:00,2024-02-03,5,129,9,18,156,154,5,24,183,102,19,9,130,95,10,12,117
33,08:30:00,08:45:00,2024-02-03,5,146,6,18,170,100,1,12,113,70,14,7,91,62,8,11,81
33,08:45:00,09:00:00,2024-02-03,5,126,8,28,162,116,2,21,139,65,21,8,94,86,12,7,105
33,09:00:00,09:15:00,2024-02-03,5,112,6,28,146,121,8,21,150,91,24,13,128,132,22,12,166
33,09:15:00,09:30:00,2024-02-03,5,115,7,23,145,92,2,13,107,80,22,6,108,54,6,10,70
33,10:00:00,10:15:00,2024-02-03,5,67,3,12,82,64,4,7,75,76,16,2,94,56,10,12,78
33,10:15:00,10:30:00,2024-02-03,5,95,10,16,121,92,1,24,117,102,21,9,132,67,8,7,82
33,10:30:00,10:45:00,2024-02-03,5,95,9,12,116,82,6,19,107,99,23,11,133,47,5,7,59
33,10:45:00,11:00:00,2024-02-03,5,65,7,11,83,63,0,22,85,62,12,7,81,56,13,6,75
33,11:00:00,11:15:00,2024-02-03,5,83,6,12,101,75,0,10,85,48,14,2,64,48,11,7,66
33,11:15:00,11:30:00,2024-02-03,5,91,5,13,109,59,3,10,72,48,9,3,60,56,4,5,65
33,11:30:00,11:45:00,2024-02-03,5,56,6,9,71,66,0,13,79,50,10,5,65,37,3,2,42
33,11:45:00,12:00:00,2024-02-03,5,92,7,11,110,66,2,14,82,41,19,6,66,68,16,9,93
33,13:00:00,13:15:00,2024-02-03,5,74,5,16,95,88,5,15,108,51,21,8,80,55,10,8,73
33,13:15:00,13:30:00,2024-02-03,5,73,2,12,87,87,3,11,101,48,10,3,61,51,12,4,67
33,13:30:00,13:45:00,2024-02-03,5,76,5,9,90,120,6,11,137,60,19,6,85,51,11,7,69
33,13:45:00,14:00:00,2024-02-03,5,78,3,10,91,61,2,7,70,44,10,2,56,47,12,7,66
33,14:00:00,14:15:00,2024-02-03,5,41,4,6,51,57,2,10,69,47,15,5,67,24,1,6,31
33,14:15:00,14:30:00,2024-02-03,5,109,6,8,123,61,6,7,74,63,14,8,85,57,9,6,72
33,14:30:00,14:45:00,2024-02-03,5,51,4,9,64,51,4,9,64,52,13,3,68,64,9,7,80
33,14:45:00,15:00:00,2024-02-03,5,80,9,15,104,56,1,5,62,39,8,2,49,41,5,3,49
33,16:00:00,16:15:00,2024-02-03,5,40,7,13,60,46,2,12,60,70,10,7,87,45,6,3,54
33,16:15:00,16:30:00,2024-02-03,5,58,6,12,76,60,4,13,77,40,11,4,55,33,4,2,39
33,16:30:00,16:45:00,2024-02-03,5,81,4,17,102,48,3,5,56,40,13,7,60,27,10,4,41
33,16:45:00,17:00:00,2024-02-03,5,70,1,16,87,49,8,13,70,57,17,6,80,36,6,9,51
33,17:00:00,17:15:00,2024-02-03,5,37,2,9,48,41,2,5,48,59,13,7,79,46,8,6,60
33,17:15:00,17:30:00,2024-02-03,5,96,5,14,115,45,7,7,59,66,11,3,80,39,6,6,51
33,17:30:00,17:45:00,2024-02-03,5,75,2,14,91,77,6,10,93,70,15,5,90,44,6,12,62
33,17:45:00,18:00:00,2024-02-03,5,67,4,9,80,50,3,8,61,61,12,7,80,32,10,5,47
