sim_day,start_time,end_time,date,day_of_week,N_through,N_right,N_left,N_total,S_through,S_right,S_left,S_total,E_through,E_right,E_left,E_total,W_through,W_right,W_left,W_total
25,07:30:00,07:45:00,2024-01-26,4,186,12,25,223,117,5,22,144,119,24,11,154,85,12,10,107
25,07:45:00,08:00:00,2024-01-26,4,213,22,38,273,179,13,23,215,209,40,20,269,135,25,17,177
25,08:00:00,08:15:00,2024-01-26,4,204,13,31,248,168,9,29,206,132,32,21,185,144,13,23,180
25,08:15:00,08:30:00,2024-01-26,4,212,19,29,260,205,9,39,253,155,30,13,198,168,21,22,211
25,08:30:00,08:45:00,2024-01-26,4,135,11,25,171,176,11,45,232,158,34,17,209,92,20,18,130
25,08:45:00,09:00:00,2024-01-26,4,212,15,27,254,188,11,25,224,165,37,23,225,133,23,20,176
25,09:00:00,09:15:00,2024-01-26,4,209,5,19,233,231,11,37,279,192,39,17,248,192,23,18,233
25,09:15:00,09:30:00,2024-01-26,4,182,12,32,226,161,6,26,193,127,26,13,166,106,19,10,135
25,10:00:00,10:15:00,2024-01-26,4,141,8,21,170,104,5,16,125,96,20,9,125,75,21,8,104
25,10:15:00,10:30:00,2024-01-26,4,149,12,33,194,138,7,27,172,104,28,9,141,95,17,11,123
25,10:30:00,10:45:00,2024-01-26,4,140,11,19,170,179,12,24,215,112,12,12,136,82,12,12,106
25,10:45:00,11:00:00,2024-01-26,4,141,10,25,176,110,5,17,132,121,34,10,165,72,15,8,95
25,11:00:00,11:15:00,2024-01-26,4,166,16,27,209,99,3,16,118,69,13,6,88,88,18,13,119
25,11:15:00,11:30:00,2024-01-26,4,117,5,24,146,135,7,16,158,78,17,11,106,85,15,12,112
25,11:30:00,11:45:00,2024-01-26,4,94,7,20,121,132,5,12,149,103,28,7,138,49,6,8,63
25,11:45:00,12:00:00,2024-01-26,4,130,9,16,155,124,6,23,153,71,24,11,106,49,9,3,61
25,13:00:00,13:15:00,2024-01-26,4,168,14,26,208,94,8,25,127,93,29,10,132,64,10,9,83
25,13:15:00,13:30:00,2024-01-26,4,116,8,21,145,112,3,20,135,73,18,10,101,76,16,11,103
25,13:30:00,13:45:00,2024-01-26,4,121,5,19,145,93,8,16,117,98,24,11,133,97,7,8,112
25,13:45:00,14:00:00,2024-01-26,4,117,12,20,149,123,1,15,139,64,10,4,78,78,17,4,99
25,14:00:00,14:15:00,2024-01-26,4,136,6,29,171,48,1,8,57,52,12,11,75,83,12,8,103
25,14:15:00,14:30:00,2024-01-26,4,140,9,18,167,124,4,25,153,91,18,11,120,81,11,8,100
25,14:30:00,14:45:00,2024-01-26,4,85,10,18,113,86,7,13,106,73,12,7,92,82,13,7,102
25,14:45:00,15:00:00,2024-01-26,4,100,13,17,130,107,5,18,130,92,21,11,124,65,9,6,80
25,16:00:00,16:15:00,2024-01-26,4,141,8,29,178,131,4,15,150,66,24,8,98,87,14,10,111
25,16:15:00,16:30:00,2024-01-26,4,99,9,12,120,72,2,10,84,58,13,3,74,71,15,8,94
25,16:30:00,16:45:00,2024-01-26,4,127,3,16,146,102,3,21,126,91,14,8,113,48,12,6,66
25,16:45:00,17:00:00,2024-01-26,4,150,14,34,198,109,3,15,127,91,15,10,116,69,14,7,90
25,17:00:00,17:15:00,2024-01-26,4,50,5,9,64,68,4,10,82,81,18,10,109,60,15,10,85
25,17:15:00,17:30:00,2024-01-26,4,87,6,14,107,124,13,24,161,80,19,4,103,97,16,9,122
25,17:30:00,17:45:00,2024-01-26,4,114,12,18,144,122,2,21,145,99,14,12,125,105,16,8,129
25,17:45:00,18:00:00,2024-01-26,4,140,4,16,160,133,9,24,166,102,17,10,129,74,10,7,91
